author_name,rating,text
wandyr hagge,4,"Nice place for a work out. Clean. Fairly good equipments. Within the price range of other facilities. A bit under-staffed, in my opinion. Difficult to find someone to ask a question. And even If you find someone, It is not sure you will get an answer..."
Thomas Kägi,4,Visited this gym during my vacation. It has Seen better times but Its still good to get some gains:-)
Joar Torbiörnsson,1,Had my membership cancelled in the counter in proper time but still had to pay additional month.
Mikhail Nikitin,1,"One can talk about broken machines or dirt in the changing rooms, but I realize that things can't be ideal all the time. So I'd say it all goes relatively well until one needs to talk to someone beyond the helping guys in the centre. The company doesn't have a phone number to call. They have a chat, which main purpose seems to relay a message ""Fill in the online contact form"". When you do, there is a waiting time from hours to days. And if you get an answer, it never changes regardless whether you can prove them wrong or lying. They merely stop responding. And there's nothing you can say to someone who is not willing to listen."
Mark Saraira,1,"If it possible to give 0 star a will, i cancel my membership and tell the staff in the gym that i gonna move to another city, the say ok but the money for February we cannot give it to you back(i train 1 time in February), i say ok just cancel me member the say ok, now 01.03.2023 the received from my card again 239 for nothing!!, i’am in another city i cant go to the gym and they still received from my card money, stupid rules and the manager who say to me in February you will not pay anymore is lier. I will never ever update my membership again in your gym, (take my money for nothing)."
Angi Las,1,"The Studio is not in best Shape. As Many before me wrote: it’s very small, the devices are packed!! Could be a lot cleaner - especially the toilets.
But what bothered me most is the very little amount of training devices: Not a big selection to choose from and therefore missed a lot of my usual training equipment.
The biggest critique point for me is the age of the devices: they are all old, especially the Steppers on the second floor are A NIGHTMARE. Everything could be a lot more modern.
Also big critique: the staff literally has no idea about nothing. You get different info everywhere, they don’t know anything about the contracts or what info you need to sign up for a membership. Also found all of them to have a certain „annoyed“ attitude.
I am really truly disappointed in the Studio especially because from outside it gave such a nice impression.
Will go to another fitness world studio in the future and hope that the next one will be more modern and clean und the staff maybe a little more educated."
Daniel Storm,2,"Watch out! In the mens changing rooms there are someone unscrewing the locks so they can open the lockers even if you have your own lock on.

This has been a big problem over the last year. And Fitness World do not inform you about this!!!!"
Eduardo Simões,1,"Attention! I have noticed some screws missing in the locks of the locker room (males). This allows the door to be opened even with a lock. Always choose a locker with screws as the screws cannot be removed with a lock on. Also, booking system is problematic."
Navid Mosadeghi,5,It’s clean and well equipped.
Aleksandar Maricak,3,Relative okay gym. Matrix machines are not the best and the Nautilus were better before renovation. Dumbbells are not put in the correct location and it is always overcrowded. Not enough machines compared to the demand.
Type One Fitness,1,They changed the cost of a guest fee from 50kr to 69kr and the new Matrix equipment is so so so uncomfortable. Since PureGym took over this place it is easily the worst gym in Østerbro!
Ẹniọlá,4,"Go-to location.
Very spacious and always clean.
Staff are nice and helpful.
And overall atmosphere is very easy going yet focused and motivating :)

Check it out yourself though"
KlippeG,2,"Nice location, but very small center compared to how many people train there. You have to be lucky sometimes to get a treadmill. It has been a chronic problem since I started there last summer that many treadmills do not work, and unfortunately it is only getting worse. Has a good area in the basement for stretching"
Arthur Golshani,5,"Top gym ! Top équipement, ideal for foreigners as it is possible to get daily / weekly pass."
Thomas Jakins,4,"Never really too busy but it is quite small. Like alot of fitness worlds it could update the machines.
Generally its very clean, its one of the better fitness worlds."
Carlos Olivo,5,Very nice gym. I got a week pass for 110 dkk or something like that wich is really surprisingly cheap for this quality gym. You can also do daily passes. The only thing to bear in mind that after 6pm and on the weekends there is no one to check you in so come before if you want to singup and then you can use the gym using a card until midnight.
Heninho,1,Gym has only very limited service times. Impossible to workout after this time if you only want to workout for a day.
Sharad Govil,5,Great Gym- I was a bit nervous as this is my first time to a gym in Denmark but the front staff was very friendly and helpful. For 99DKK I could get a pass for a week. It opens from 5:30 AM to 10:00 PM. The timing showed in google is when front staff is available. You need an access card to enter so if you are first times from overseas go after 8:00 AM so staff can open the door for you.
Andres Arevalo,5,Nice place with daily and weekly passes. Make sure you get there in the hours that the receptionist is working otherwise you cannot buy the passes.
Tyler C,1,"They always play games with pricing. Claim it's 134,50/month, then want to charge 143,18 with no explanation of the extra fee. It's clear you simply can't trust Fitness World."
Nicolas Wirth,3,"Medium cleanliness, too few barbell racks compared to the total area this gym covers. Could be better, could be worse. It has never been too crowded and the clientele is nice."
Lassana Sanogo,5,"This gym is very clean, not overcrowded and reasonably priced. Give it a try."
subnet001,3,"If you wish to pick up heavy things and put them down again in the ugliest building in town you've come to the right place. This place has it all! It's got infinite running things, stay-still-pedallers, heavy handles, pull ropes, hard-to-pick-up-if-you're-weak balls, make-your-life-difficult machines and hulahoops. All are kept well maintained and on a leash if necessary. According to rumors, there are also classes for different things but I don't know anything about that. Get the app,  it helps with stuff I've never used and looks nice.

*EDIT* I'm revoking a star for no longer being open 24 hours! I wanna lift at night! Otherwise, no change."
Bill C,5,"399 kroner for 1 month or 75 kroner for 1 day.  No commitment or long-term contract.  The gym has everything you could want, everything is new and very nice.  Staff is also very good.  Highly recommend."
popov dimitar,1,"Is the busiest fitness world what i ever seen before . It’s absolutely desastre. I cannot workout normally… today i make for 1h - just 3 exercises. I recommend to nobody subscribe there . They don’t care about the occupancy… (may be we need new covid pandemy) sale and sale new memberships. Also they grow up with the price ? For what? Unfortunately I’m looking for other place with a months; just here is noone option. I hope other companies make good the marketing. Repeat: not subscribe in this gym you will sorry a lot 😪 doesn’t matter the day; weekends ; evenings or mornings all the time is full full full , no one place free to work ! You pay your money for nothing!"
Sebastian,1,"Unfortunately this gym has been severely worsened by the “upgrade” in connection with the change to PureGym.
The machines (Matrix) are really bad and it seems that there’s less equipment too.
Will not be coming back."
Wouter Roosen,4,"Really like this gym,  I just think it gets a bit dirty. They vacuum every day but that seems to be it.  A lot of equipment and different types: machines,  free weights, kettle bells, balls etc... and great space too"
Lucas C,2,"They should put more space to park the bikes, it is very busy in the afternoon and I didn't like that they made me take off my shoes when that rule is not written anywhere"
Fab Indi,5,"Very nice gym with brand new machines. Very clean, paint is all new and staff is super nice.

Price is also great."
J Masnec,3,"Ok gym for a chain. Slection of machines is good, slection of classes not so good. Not crowded. Highlight is the two squash terrains. Downside - you cant reserve them online if you're not a squash member. Fitness membership doesnt help, you have to have a seperate squash membership."
Isabel Monteiro,1,"Jesus Christ..
this place needs a deep cleaning !!!!  The shower is full of spiderwebs, the mats were all very wet of sweat..

Be careful at the room were they do boxing the wood floor is very slippery

Not enough  hygge but:

Friendly employees !
Cool time at the boxing class!"
Ewa Palenta-Rusin,2,"I give 1 star more than #fitnessworld actually deserves for the great ""hold"" instructors. Otherwise it is a poor service fitness center that want to rip you off at every turn. I got a special offer when I signed up because it was FW birthday - ""All-in"" free for one month. It was the end of month and I did not get to use it at all. But to my big astonishment, it was an opt-in subscription service, so I was actually billed for the next month without even being notified beforehand! I cancelled it right away but I had to pay for that month anyway. So I used it a few times. And here comes the next surprise - again I was billed for the product I ""bought"" on top of my monthly fee.
I am asking, is that what a reputable fitness chain do? I doubt.."
William Maddocks,4,"One of the better fitness worlds, nice and open, high ceilings, nice facilities.

Only thing that stopped it being 5 stars is the lack of cleanliness in the bathroom/shower areas sometimes"
Kirsten Evans,3,"Great place to work out, the Dance Fit class was really good.  But as with all FW centers a good cleaning, would be great!"
TheFelza,1,"I was told one thing in English, then made sign something else in Danish, so they could charge me for time I wasn't even in Denmark"
Theis Egeberg,5,"Pretty much every type of training equipment you find yourself needing. It is open 24/7 and has a nice system for entering and exiting. The place is clean and neat, and the atmoshpere is relaxed. A special plus about this center is the high ceilings making the air circulation very nice. Staff is always smiling and friendly, never felt that it was overcrowded with visitors, even at peak hours."
Roy Moukarzel,5,"One of the best places to train in Denmark. Many locations specially in Copenhagen, with good equipment."
Sqweebo1,5,"These 5 stars are for the hardworking staff who make this gym shine. If by some chance they have been laid off or furloughed due to the pandemic, please hire them all again."
Andre Harris,5,This place is really nice... has tons of machines to use and is open 24hr. Perfect if your trying to avoid the crowds.
Mathias Moslund,5,Good gym!
Huttan T. L,1,"As someone who have been in all FW's in Copenhagen, this place is by far the most horrid. Rude staff who seems like they hate their life. They lack a total grasp on how to give service (Talking ESPECIALLY the female ones). There is also ZERO atmosphere and place is very dirty and STINKS  utterly on each of its three (Small) floors . Just find another place than this, because this place is so outrageously bad it drains you from all motivation. Not exaggerating."
Lisa Apers,3,"Okay, it would however be really nice to have an indicator somewhere of how crowded it is. Also sometimes they play the music really loud (so loud that with headphones with noise cancelling even at the highest volume I can still hear it). Not even mentioning the music taste 😶."
Krzysztof Turczyn,4,"This place is great!
They have all you need and they're open 24 hours, if it was even a bit dirty it's because lazy members do not know how to behave! People working there are trainers and office staff they are not your slave and they are not there to clean you mess! But there is one thing that drives me crazy and I was trying to ignore it but it is a bit hard now... the music when the staff leaves. If any staff employee of FW is reading it, can you PLEASE contact the staff in this gym and asked them to when they leave at 8 PM maybe set some radio or some motivational music? There was this one day that the song got stuck it was play allllllllllll night long, the same one song, and it was not even a good one, and literally after 40 mins I left coz not even my headphones helped. And yesterday there was some country music. In general after 8 there is always ""not the best music"" and I think if it's like this I'd prefer to work out in silence.
But otherwise as I mentioned great place."
Anton Nikolov,4,"The fitness center has been improved in the last months. Still no classes though. Otherwise, it has all the needed facilities for full body training. Third floor is the best one! Free weights! :)"
Geraint Nott,2,"A lot of young people go to this gym, and don't appreciate or follow gym etiquette. Often leaving weights where they use them, don't clean the machines after use and often sit for a long time looking at their phones. The gym is not staffed all the time and so no one tells these children to clean up after themselves.

Otherwise the gym is fine with modern and working machines. It can be a little cramped in some areas where the free weights are used, but this wouldn't be a problem if people were not so entitled and treated it like their personal gym."
Mike Martins,1,"The average age of the members in this gym must be somewhere around 17/18 at the most. Its pretty close to a folkeskole, hence you'll find alot of kids and teenagers in this gym.They come in large groups and take all the space (in an already very small gym) by basically playing around, acting like they're at a playground.

Other than that, the gym is very dirty and messy (This is also due to most of these teenagers neither sanitizing/cleaning up after themselves) and the music is too loud as well as being very poorly choiced songs."
Stephen Kaplan,5,"Not large, but never really crowded. The most spotless fitness club I've been to.... They are constantly cleaning and members take care of the equipment also."
N H,4,"Good place, fun courses. However, some of the info is hard to access, as most of it is in Danish only. Sometimes courses get cancelled, and I do not receive a message about it, although I have signed up."
Stefan Müller,5,"Good fitness center with weekly memberships, perfect as a tourist. Many Courses and access to every center they have (and they have many in Copenhagen)."
Ahmad Kasem Haidar,3,"Englandsvej, It's good and I enjoy training there with different machines BUT I didn't give 5 stars because we have to refill our water bottles from the toilet sink!
Hope they will make a separate place for water."
Sebastian,1,"Yet another Fitness World center, which have been worsened by the PureGym-makeover.
Strenght training has been compressed into too little space and instead they added a lot of useless cardio equipment for amateurs. It’s becoming more and more clear that the latter is the clientele which PureGyms wants to cater to - not us, who consistently go to the gym +5 times a week.
It’s such a pity with this systematic destruction of the relatively few good gyms we have."
horia cunea,5,"Great place and great staff, also Victor was very helpful ans answered all my questions very nice"
Mikhail Nikitin,4,"After renovation they made an ""open office"" environment in the changing room. Bizarre. And still no soap or shampoo in the shower."
Jennifer C,5,"Excellent gym. Many locations, good value for money, friendly staff, well equiped and huge variety of classes."
Gregor Haeusler,2,"One star just for the nice location. The service ended his shift 10mins early and completely ignored me and another costumer waiting on the counter. The machines are mostly so old, they must be from the 90s. Not recommendable."
RUECKENWIND,1,"I'm shocked after reading reviews that are just 3 years old (urban gym) compared to today. Looks like it was a nice location some time ago. Since the last years the gym changed 3 times the owner. Now it's puregym and it's just disgusting. Staff (if someone is there, after 6 no one is working) is unfriendly and lazy, not motivated to help you at all. No introduction when I started there, no refund  after problems with the snack vending machines.

While heavy rain you can enjoy a shower from the roof. It's dirty as hell, everything sticks and it's disgusting to touch. And that's for all areas. Feels like the changing room is cleaned ones a week or less.

Most of the cardio machines are not working properly and cleaned max one time a day. It took 6 weeks to fix 3 bikes and 2 cross trainers. But still all of them have miss functions with the computer. To get the heart rate is a lottery and the rest of the numbers is also not working correctly. There is not even one digital clock in that gym, so smartphone or smartwatch is a must if numbers and timing is important.

If you want to take a class, good luck. There are just 2 offers at 3 dates in the week. But you pay for it.

I don't get why this location is one of the most expensive ones and I need to pay extra to train there. It's just scam and the worst gym I joined in the last 20 years.

So if you just move some irons and have lot's of experience it's totally fine to train with that old rubbish. With less experience and focus on different things you are totally lost.

The only good thing are the other people, most of them are friendly. The gym itself is just disgusting and not worth the money. That's just the review for that certain location."
Tomas Sharky,5,"I think it's a great gym in regards to value price. Unfortunately there is no many branches. The gym is quite well equipped even with small basketball court, punch bag and paper towels. The whole gym has the urban vibe. I think it's good alternative to the well known ones in Denmark. The air ventilation does not seem to work properly, though."
Diego Alonso,3,Quite small. The free workout area is quite large
Andrei Grigorian,4,"Great gym for the price and accessibility. Very well cleaned and maintained with all the equipment you would ever need. Large free training area, kettlebells, plenty of barbells and plates."
TheFelza,1,"I was told one thing in English, then made sign something else in Danish, so they could charge me for time I wasn't even in Denmark"
Noah P,5,Great gym. 7 day free pass was available for traveling
Ricardo López,1,"Terrible.

They changes my membership 2 times without me telling to do so.
First time i has to pay a supplement of 100 dkk because a mistake of one of the brilliant guys working there.

Second time they set my main gym elsewhere, so today i had to pay 30dkk extra to go to the gym i usually go.

On top of that, the first mess they did was not fixed. It is impressive how Fitness World hire the brightest minds in Denmark."
Meritxell Fernández,5,Best FW center I have been too. Really clean and functional. The equipment is new and everything is in one floor. The only cons are the lack of hold classes.
Aditya Sachdev,4,Great place quiet a lot of space and all equipments are present.
Jakub Hupka,2,Please fix the gymnastic rings 🙏🙏 Otherwise decent gym.
Juan De Marzi,1,Weeks like this.
P-A M.,3,"I've worked out in three different gyms in Copenhagen and this one was clearly the worst. There aren't enough showers in the men's locker rooms and they are incredibly wastefull in water. Another low point is the door system letting you in the gym, which keeps denying you the entrance if you're not perfectly positioned inside the cabin - too much fuss for nothing. Also, there are many annoying teenagers that aren't there for serious training, they're loud and using the equipment for fun while other people want to go on with their workout.

Otherwise the amenities for the workout per se are good and various."
Jonas Vilkevicius,1,"Service has improved for the last 6 months, better management. However the audience that comes there is poor,  people are aggressive, taken several machines at once,  or sitting on one machine for ages prohibiting others from training, noisy, have no respect to others, often screaming . Needs some education on general public as many have no intelligence how to behave"
David Berger,4,"I’ve been a member for 3 months, and I’ve got to say the new management is doing a great job. Clean, open and welcoming. Not too many machines, but plenty of room for circuit training.

CrossFit, cardio, stretching, body weight, running, free weights, and machines."
Diala Géo,4,"Fitness world interesting sports club  there is a variety of sports equipment, the staff are nice, you have to avoid peak hours because there is a queue for training, the problem that I found  there aren't all the information about roles of subscription, for example when you want to take a vacation you can freeze the month, or also if you want to unsubscribe this month you have to pay another month and it was the surprise for my case and all this information is not clear at the beginning. in my opinion it better that they give notes about all the ruls and the options with 2 languages Danish and English for be Easy for all people or put it on the wall in the reception"
Rastislav Pitek,1,"I cannot comprehend how anyone could open a gym of this size without thinking about any ventilation or air conditioning whatsoever. Its humid, smelly, unpleasantly hot and always crowded… Not to mention that the distribution and number of equipment is terrible… Say good bye to bench press - you wont be able to find empty bench for you.
(But the staff is nice and kind)"
A. Sam,1,"Terrible customer service! I once been there as a guest to a class under a friend’s membership (+1 guest). I have never had a membership there and has never signed up for one, yet I have been receiving emails to pay 4 months with interest for late payment?! - and then they started sending me new emails on my e-Boks. Since when I have given you a consent to do so?? Every time I stop by the gym to raise this, there’s no one to ask. and there is no number associated with the gym to call!"
Patrik Belanyi,3,"3,5*
Good location, close to metro station.
Employees are nice and helpful.
Gym is usually clean but very small and you spend some time just waiting for machines.
Recommend to check favourite times so you can avoid busy hours.

Ventilation is probably not existing and there are so many people who don’t follow gym’s rules.
The price (319dkk) is not matching to what you get."
Max Christensen,1,"STAY AWAY!!!
They got ALL my contact informations wrong. So I had no real way of paying my monthly subscription, be course I could not log in. HAhaha. Then they went all RKI on me. Agressive bunch.
I ended up just quitting, paying the bill and moving to a better gym that's more organized."
Yousef Elnono,1,Some of their machines are old and in need of maintenance. Their treadmills are in really bad state but as you can see on the picture a technician is on the way. Months and months has passed and no sign of this technician. If you tell the staff in the center or contact then on email they will say that the they have escalated this issue but the fact is the management don’t care. It will soon be a year with no repairs being made…
Stefano Rosciano,1,"I'm foreigner and what I perceived from this gym it was:

Some of the staffs are incredible unprofessional.

Employees must be trained on which are the rules and procedures.

P.s. a bit of politeness would be appreciated

Thank you,

Steve"
Anthon Anthoniussen,2,Not the best I have been at but need some more times at the Gym before evaluating
Muhammad Naveed Anjum,4,Good
Zilong Liu,5,Few people，just do yourself and feel cozy……
guillaume deschamps,5,"newly renovated gym, with new and fresh equipment. the place is packed on evening, and perhaps because this is the best gym for the monthly fee in the area. Highly recommend"
Mihály Baki,5,"A decent gym. Huge, many machines of the same type, good condition."
Mikhail Nikitin,4,Still no soap in the shower. And the pins for hanging up the towels are almost all broken.
Viktória L.,5,One of the largest gyms I have ever seen with all the machines you can imagine and the staff are really nice and helpful. Never had a problem with cleanliness! Wide variety of classes are available.
David D,1,You managed to destroy what was a decent gym with a lot of equipment. It got transformed into a walking area with machines for old people and empty space. Embarrassing!
Anna Maria Kyritsaki,3,"It is an okay gym, some of the equipment are not working (like some of the treadmills), it has a decent variety of machines, there is some (limited) space for free weights and it does *not* offer classes.

Stuff is friendly, options of memberships are very limited. For example, you can't work out without starting a binding contract that states that when you stop the membership you'll have to pay the current + the next month. That's pretty strange as in another branch I could just pay for a week of use without any strings attached.

Other than that, you can surely do your workout here but it doesn't compare to other more central/maybe more expensive gyms."
Jakob Guldberg Aaes,3,"Well it's there, pretty messy and the equipment has seen better days"
Ruman Mohammed (rumii),5,"Best every, the location is perfect."
Marian Andrei Iurcan XPREX,5,Great
Avni Hasani,2,"Okay gym, but lacking in many areas. Puregym on nørre voldgade fredericia has a lack of old and defective machines, a lack of cleaning and hand soap and the machine for all in is never filled. It is not acceptable with the 399 it costs for my type of abb"
Kristoff Green,4,Good place with proper equipment but horrible ventilation 😅 not good for summer 😅 but you can get to see nice views
Bence Nagy,4,"It's okay, has its variety but could use 1-2 more machines"
Oliver Bastholm,4,"Big with most facilities, but almost always very crowded."
Hicham JOHRA,5,Amazing place !!!
Mia Wulff,2,"Don't spend time or effort giving them constructive criticism even if they ask for clarification on the bad review of the center in their app because they are not willing to improve anything even though they claim they will do everything to improve. They just want to use long emails to basically say ""That's just how it is""... Not one of them I would train in permanently as they are pretty bad machines compared to other centers... There are others in Aalborg that are far better.."
Dimitar Bikov,1,Ever since it became Pure gym they removed all the hand sanitizer. Disgusting place
YZ L,5,"Best gym in Aalborg city center!!! I have been training in this gym 5 times per week since 2015. Compare to other fitness world gym in Aalborg city center, this one is THE BEST. Always clean everywhere - machines, bathrooms, and even the training mat! Offers a lot of equipments, and many different training classes you can choose."
Gustas Jucaitis,4,"Nice place, but can be quite crowded at times leading to extended waiting for the machine that you wish to use. The equipment itself is all good though."
Christian Segg,3,"Small for all the machines they’ve put in there. Smell of sweat due to bad AC.
Friendly staff though, and clean facilities.
Can be very crowded during holidays and weekends."
Frii,5,"Amazing gym, and most lovely staff ever!"
Carlo Bronold,4,"Have been coming here for 4-5 years. All around good gym, isn’t ever too packed, has a good amount of specifically the machines/equipment that is in high demand such as squat racks, benches, pulldown machines etc. but no fancy stuff, only “essential” standard equipment. Prices are also good for beginners but I think a little high if you’ve been training here for a while and there are no beginner benefits left."
Inna Bortnik,1,Don’t like it at all. People who work there is never there.
Gary Decsei,5,"Been a memeber for 6 years. Great gym with a large space, not fully packed with all sorts of machines, but there are still enough machines. Really love it. The music is quiet too, though it could be a bit lowered on Sundays. Still, a great palce, love coming here :)"
P Gh,1,"Despite having good machines and lovely physical space, the staff and customer service is unappealing. If you dont speak Danish, it is probable to get overcharged by mistake because some of the staff are not well-trained with the system besides having language barrier. I paid fee for extra months while my membership was supposedly on pause. They sent me bills without even sending me a notification about reactivation beforehand. At the end of the complicated way through the customer service, the result was: ""I understand you but sorry we cant do anything, you have to pay the money"". Yeah, this is sad to pay fee for months when you could have attended the gym but you were unaware.
That was by far my poorest experience of customer service in Denmark."
Yana Maksimova,4,"I train there. Not long ago they changed their machines which seem to be with less quality than the older ones.
If you want to train after work be aware that the place can be crowded. It is on convenient spot but due to that it can be also hard to finish your training on time.
It is clean and you can always clean the machines before and after usage."
matteo,5,Great for the daily grind this or another fitness world workes wonders
Przemysław Bronowicki,5,Everything I need !!! Thx
Ivan Hangstrup,5,"Always friendly staff. Cleaning is top notch. However, one could wish that men would fix their intimate shaving at home...
But nothing Fitness World can be held responsible for."
Hrvat,5,"A very nice place. Service helpful and nice. Plenty of exercise space, fitness room, nice locker room and shower. I recommend"
William Løkke,5,Really nice training center with everything you need
Roshni Chakraborty,5,This is one of the best centrres of Fitness world in Aalborg on the basis of the size and equipments
G. S.,5,"This is from PureGym on Gugvej and Friis in Aalborg. They are some good and spacious centers with a lot of machines, so you don't feel like you are stalling during your training. On Gugvej there is good parking! Nice places.🤗"
Mads Carlsen,4,"There are sometimes problems with groups of teenage boys who make noise, come in casual clothes, and are not there to train but to socialize and film videos for social media.

In addition, it is a center that is not too overcrowded, and has an OK amount of equipment for such a small center, and the surroundings are not too noisy as the premises are spread out."
Finn Thoft Jensen,3,"The training and the facilities are ok, but the last two times I've been there there has been a lack of toilet paper and/or paper towels in the men's changing room. The cleaning has not been ok either."
Mr. Riis,5,Can't find a better place
Oliver Bastholm,4,"A good, big center, with almost everything you could need."
Anita Hummelshøj Mikkelsen,5,Good service. Versatile options for training. Good mood. Room for everyone.
Oskar Korsgaard,3,"Super good service, but I think there are too few bench press racks and too few toilets, this may well cause a lot of waiting time, there could also be more water dispensers around, with this the prices also start to become too high, otherwise a fine training place."
Tobias Aarup,4,Too little space when it is busy and not enough machines. But otherwise I think there is a nice variety and the machines are in good condition
Tonni Jensen,5,The place if you want to train and be able to get to the machines. Still the place with good machines and space.
Chris Bateman,5,"Paid for a single session whilst on holiday. Was 49kr for a single or I think 100-109kr for a week.

Well equipped and big gym with friendly staff."
María Victoria Elola,5,I really like training here. Everything is clean and in good conditions. The equipment is great; there are many options. The staff is very friendly and always makes you feel comfortable.
Ivan Penchev,3,"Small and exclusive gym, One of the thing that pissed me most about it was that I wanted to use just the gym, which in all other gym from the Fitness world franchise cost 150 DKK, however this is not permitted and they require you to make a full membership for their gym and classes, even if you dont want to visit any of them, which is 250 DKK. As i said exclusive."
Zaul Tooz,4,"Good center for training, one of the original centers in Aalborg."
Zeynel Gazi,5,"This is the best fitnes. First it's close to me, second it is very big."
Afshin Loghmani M Toussi,3,"Very friendly staff.
It's one of the most expensive fitness world's centers in whole Denmark, but it's one of the most under equipped ones. You can find more equipment in lots of other cheaper centers and also the devices in this center already present in this one, either have less features or unadjusted, such as the treadmills, the scale and the rowing machines."
lleeoonn119,5,Very fine place
samira najafi,4,It's good with less variety of equipments.
Anne-Sophie Metais,5,They are trying to kill you! I guess that is the point..? :)
abhinav sekar,4,It's a fitness center. It's good.
mayquelin herrera,5,Very nice gym…. Clean and well equipped…
Reza Naeemabadi,4,You can find several training equipment for chest and shoulders in the first floor
Mughun Dev,4,A decent place to workout 👌🏼
Chris Højland,5,24 hour open
Ken Ejstrup,4,Nice place😉
Vera K,4,"I really enjoy Fitness World on Jens Baggesens vej. They have the best choice of training classes in Aarhus to my knowledge. I live in Tilst, but the Fitness World there basically has no classes at all.. maybe a handful spread over the week and often mornings.
So it is definitely worth driving to this other Fitness World with lots of evening classes and friendly staff.

The only thing is that in summer it can get very hot inside and the air is thick. So the ventilation can't keep up with the amount of people training."
Mikołaj “Złączka” Chomacki,5,They say biggest gym in scandinavia. This place is really cool! People are lovely. Can bit crowded in aftetnoons
Mika Summanen,5,Amazing cardio classes with great atmosphere!
Daran Young,5,Fantastic place to stay fit!
Thai Hiep Bui,1,"Quantity over quality, very over rated, expensive. Poor cleaning and poorly organized both from the customers and the employees. Dumbbells lying everywhere, weight bars every where on the floor, racks missing dumbbells for days is a normal thing. So many machines that are so close to each other it is impossible to move around without hitting something by accident. Not very friendly staff."
Lenka Švidrnochová,5,"Amazing gym with two floors, therefore enough space for everyone. Highly recommended for trainings in the heart of Aarhus."
suverenia,1,"Very expensive place considering that the sauna and steam bath never work properly. If the sauna is not down, then the steambath is down, and it takes months for them to fix. The steambath has currently been down for 2-3 months, and before the steambath broke down, the sauna was down for an equally long time. Conveniently, now that the steambath has been down for ages, they restricted the opening hours of the sauna to just a few hours a day, and it is practically closed in the weekends. Sauna and bathing area are usually dirty and unhygienic and often smell of urine. There is a lot of mold in the sauna, which they scrape off once in a while. The bench is bent and unstable, and the walls of the sauna are getting ripped apart. And noone gives a damn.

This fitness chain took down fitnessdk and turned it into utter garbage."
John Muller,5,Excellent gym that's just recently been revamped. Has everything including full machine setups and free weights. Spacious and has a nice dressing room and sauna. Conveniently located right in the middle of town.
Jonas Elm,5,One of the best Fitness Worlds I have been in. It has a good selection of all the gear you need. Not too crowded in the morning and a major plus is that there is a sauna and a steam bath.
sachin kamble,5,Among all the centers in Aarhus. This particular center has the sauna facility. New and well designed. Can be too much crowded after 15:00 until 20:00
Luciano Andres Gino Canton Marval,1,"The balance at the gym have been broken for months, I have been waiting to weight myself and see how fat I am atm for too long"
Klemens Askjaer,4,"Has everything there needs to be at a gym but there is a bit crowded sometimes so you might have to wait in line for some things, but it's rare. Overall great gym"
Ave Nurmeots,5,One of my go-to fitness world centres in Aarhus. Lots of options and lots of space.
Exotic Lump,1,Predatory payment practices
Stinne Plesner,2,"The equipment is so worn out, the cable machines squeak and bind and there is only one lat pulldown machine. The hipthrust machine is far too tall and cannot be adjusted for women. In general, a super worn out gym and it doesn't help to paint the walls..."
Frano.0k,5,well equiped and very kind staff ☺️ always smiling
Emma H,5,"Great gym! So many good offers for memberships and lots of machines and equipment. The only negative thing I would say is that nobody is brining towels to have with them, which has usually been a requirement at gyms I go to. Therefore if people don't use the paper towels to clean you sometimes find a machine that is really sweaty and dirty and you have to clean it yourself! I think it would be nice if they changed that and asked people to bring towels for hygienic reasons. But otherwise I love the gym and would recommend! Really friendly staff too!"
Klaus Pedersen,5,"Great place to do your workout. New and always good maintained equipment, and their team activities are always with good instructors. Like most of the other Fitness World centers it's really good."
goran kozina,5,Very big space with lot of good machines in good state. Very friendly staff.
Lora Alexandrova,5,"It is my gym and I love it. Just go before 8am or after 7pm, otherwise it is super busy and you may have to even queue for machines"
павук Бодя,1,"I think I am gonna quit that GYM, the same playlist for 5 months.....It's make me crazy. No way the reason of quitting will be music.... Please change it"
bendix holtgraefe,4,"Great fitness studio with nice and helpfull staff. The only drawback is the very unflexible membership system. I'm working abroad every other month and there is no suitable membership plan for a situation like this. I'm required to pay 100 DKK everytime I want to pause my membership when starting work, which isnt very nice."
Jakub Wieczorek,4,Clean but have some old equipment that could be replaced
Klaus Pedersen,5,Great fitness center with good classes. I've been very pleased with the friendliness and professionalism among their instructors and staff. It is a place you like to work out.
Myriam D,5,"Great place, nice separation of floors, clean."
Klaus Pedersen,5,"I like this center. Great location, great opening hours and a great size. It's not too big nor to small. I primarily attend the classes and find that they have great instructors. The locker rooms are nice and clean."
Lars Steenfeldt-Gjersøe,4,"Nice fitness center, they have a lot of squat racks, free weights and cardio machines. They do lack some of the traditional machines."
Rosendal,3,"It's fine for what it is, but half the lockers can't lock properly, and the machines are quite worn down."
Nikolaj Johannes Skole Jensen,4,"One of the better fitness centers, at least in the ""Fitness World"" line-up"
Dennis Au,2,Cluttered and strangely structured center. Disabled toilet and stretcher in the same room
Maria,2,"Bad vibes! Too many people, especially at this FW is starring at you if you actually do a good job and are serious about training. To fit in, you should stare at your phone and don’t pay attention to exercise at all.. 🫤 It’s a shame.. The culture makes me change to FitnessX !!"
Antonin Fronc,5,"Clean gym with everything I need for general bodybuilding purposes. Although some equipment is visibly worn out and the gym may be crowded at times, it's not a reason to complain given the price and 05:00-24:00 opening times."
