,ID_x,text,annotator,Not Determined,Equipment,Staff,Hygiene,Location,first_11,person,type,rating,first_7,ID_y
379,397,"The legend has it that the Sauna used to function once… it’s been out of order for months now. Escalators always out of order... 4 soap dispenser in men’s shower, always empty. So far worst Sats I’ve been to.",3f56b040-testing.csv,,-1.0,,,,the legend ,Gino,SATS gym in Copenhagen,1.0,the leg,191.0
380,398,"While it is spacious and with the ability to brag about a wide variety of equipment, the standard of several machines, is low. Many of the treadmills are particularly noisy (moreso than one would normally expect) due to lack of maintenance, same with the exercise bikes. Lack of maintenance is one of the major characteristics of this center. Things are more than often quite worn, or parts might be missing from certain equipment.

While the staff is friendly, they don't, in my experience, care much about upholding the rules of the center. At this point, after 1,5 years of attending this SATS, it seems the the patrons can behave however they wish. People lob around their backpacks and dufflebags in the training area, they go barefoot and may talk on the phone loudly (normally I'd be completely fine, but the noise level is consistently high, even if I wear headphones blasting loud music). Along with this, hardly anyone puts the weight plates back where they belong and even fewer wipe down the machines/equipment after use (The older crowd is good at cleaning up after themselves though, kudos)
The mens changing room is usually not that pleasant an experience, the patrons like to cough and blow out their snot and phlegm  into the only sink in the dressing room, providing the rest of the patrons with even more unsanitary conditions. Sometimes it smells like someone is cooking in there. I'm yet to find the source of it, but it's an odd smell for a changing room.

All in all, the center could, by providing the patrons with proper, sanitary and pleasant exercise conditions, flourish much more than it is now. I believe it would take a good effort from the again, friendly staff, by making sure that rules are followed by the patrons.",3f56b040-testing.csv,,-1.0,0.0,-1.0,,while it is,Gino,,,,
381,406,"Messy, unorganized and strange gym culture. Very urban.",3f56b040-testing.csv,-1.0,,,-1.0,,"messy, unor",Gino,SATS gym in Copenhagen,2.0,"messy, ",200.0
382,409,Mohamad was a great help and went above and beyond. The customer service is top notch and I would recommend Sats to everyone!,3f56b040-testing.csv,,,1.0,,,mohamad was,Gino,SATS gym in Copenhagen,5.0,mohamad,203.0
383,412,"I don’t usually write reviews but this is by far the worst gym I have tried in my life. Equipments are old, staff is not friendly/welcoming, minimal classes outside work hours (who’s going to them?!?), no warning that cycling classes need your own shoes (what a waste of time turning up) and I was told there will be English classes (no one spoke English). Save yourself the hassle and join another gym or are all gyms this terrible in cph?",3f56b040-testing.csv,-1.0,-1.0,-1.0,,,i don’t usu,Gino,SATS gym in Copenhagen,1.0,i don’t,206.0
384,416,"The star is only for friendly staff.
The gym itself is a mess, and looks like no one is keeping it clean.
Sauna not working. Showers are under renovation but they didn’t install emergency showers either. Not even to mention the changing area 🤢 with old fashioned method of lockers.",3f56b040-testing.csv,-1.0,-1.0,1.0,-1.0,,the star is,Gino,,,,
385,423,"I have been coming here on and off for 5 years. And it gets worse every time I return!
The hygiene in the bath and sauna is under all criticism! Toilet paper, bottles and water on the floor! This is not an isolated case! There needs to be a stronger member policy in the house and more cleaning

Training facilities etc are good",3f56b040-testing.csv,-1.0,,,-1.0,,i have been,Gino,,,,
386,425,"Best place to train in kbh, free parking, and really nice helpful staff",3f56b040-testing.csv,1.0,,1.0,,,best place ,Gino,SATS gym in Copenhagen,5.0,best pl,219.0
387,430,"Partly reasonable gym in the morning and afternoon, but after that it goes downhill. The evening is terrible: shouting groups of young boys who mostly use Sats as a youth club. But the worst part is that it is filthy in the evening - especially the toilets and bathrooms. There is a lot of snuff and wool from socks in the bathroom that needs to be cleaned - and no one mops the floor (neither staff nor users). The sauna and steam bath (closed) are clammy after a whole day of sweat. People use their own rules regarding the sauna, e.g. having an unofficial party with music in the sauna, so that others cannot enter without stinking of peppermint. The training area is also pretty minimal, e.g. no Precor machines or the like. Ventilation is almost always switched off (certainly to save electricity), which means that the air is heavy in changing rooms - especially in bathrooms, water drives down the walls and windows. The air is generally bad in the training area - and in addition there is often a smell of cigarette smoke and car exhaust, which comes down from the parking garage due to drafts (the glass doors are typically completely open). There is also a lot missing compared to previously under Fitnessdk, for example. free coffee. The quality is just decreasing and the clientele is going in the wrong direction: more suspicious types in the evening (and it's not the ones from Gentofte).

Bad gym!!!",3f56b040-testing.csv,-1.0,,-1.0,-1.0,,partly reas,Gino,,,,
388,434,"After having been a member of Fitness World for 10 years, I chose to switch to rate and keep then a difference. Better machines, more dumbbells, and much more welcoming staff. It is clearly the best decision I made when I chose to switch to rate.",3f56b040-testing.csv,,-1.0,-1.0,,,after havin,Gino,SATS gym in Copenhagen,5.0,after h,228.0
389,435,"It has now been difficult to find a cabinet that works for a long time. Today I drove home after trying 15 different lockers where the lock didn't work.
Are also tired of their own Corona rules not being followed.
So now I'm changing center.
Otherwise, I was happy to come there, so I hope they will soon get the various things under control so that I can come back.",3f56b040-testing.csv,-1.0,-1.0,,,,it has now ,Gino,,,,
390,439,fantastic service. nice equipment.,3f56b040-testing.csv,,1.0,1.0,,,fantastic s,Gino,SATS gym in Copenhagen,5.0,fantast,233.0
391,440,"Super delicious place with all imaginable training tools from turf, weights and general cardio to cross-country skiing. Lots of air and light and nice changing rooms. There is free parking.
Remember that you must use the padlock here and not the membership card for the lockers",3f56b040-testing.csv,1.0,1.0,,,1.0,super delic,Gino,,,,
392,451,"I’ve lived in San Francisco, Japan, Spain and now Copenhagen for a little bit, but this is by far the best gym I have ever been too for the cost. At this location, they have a live DJ from 4 to 8 PM on Monday evenings, and at the other location they have a live DJ at the same time on Tuesday evenings. It’s quite amazing for the price! It’s a nice thing to have as well to spice up the workout.

Plus, they have friendly staff, plenty of lockers to put away your stuff, a Zen room to do your own AI powered workout, and so many machines! Also, they have drinks and protein ice cream bars you can purchase.",3f56b040-testing.csv,1.0,1.0,1.0,,,i’ve lived ,Gino,,,,
393,490,"If you like to get Energy into your bloodstream, that’s the place to go. ☀️
The personnel is also very nice and helpful 👍",3f56b040-testing.csv,1.0,,1.0,,,if you like,Gino,,,,
394,585,"Not the biggest Fitness World, you can safely say, there aren't many parking spaces. So you have to stop at Bilka if you come in prime time, i.e. around 16 to 18:00.

The place is open until 00:00 on weekdays, so that everyone can get a workout in. There isn't bikefit and all that cycling like in the really big centres.",3f56b040-testing.csv,0.0,-1.0,,,-1.0,not the big,Gino,,,,
395,604,"Old and No ergonomic equipment for free weights.
Benches are broken and probably at least 30 years old. They cannot fold due to broken mechanisms.
Towers are old and half broken.

Seriously one of the worst equipped gyms I have seen.",3f56b040-testing.csv,,-1.0,,,,old and no ,Gino,,,,
396,607,Its nice Gym to work out its clean and well organize 😊,3f56b040-testing.csv,1.0,,,1.0,,its nice gy,Gino,SATS gyms,5.0,its nic,401.0
397,608,Its a nice and clean gym💪. Bra personal. I love it,3f56b040-testing.csv,1.0,,1.0,1.0,,its a nice ,Gino,SATS gyms,5.0,its a n,402.0
398,609,One the my  favourite place!!!,3f56b040-testing.csv,1.0,,,,,one the my ,Gino,SATS gyms,5.0,one the,403.0
399,610,It's a great gym unfortunately they closed the sauna.,3f56b040-testing.csv,0.0,,,,,it's a grea,Gino,SATS gyms,4.0,it's a ,404.0
400,4,"Has trained for many years here and Bornholmsvej, has just come from the Factory and good staff but has always been to you here as machines are the coolest and straight to, and everything is as I left it •20 figures •",0fe50f89-Veron.csv,1.0,1.0,1.0,,1.0,has trained,Veron,Har Trænet i mangen år her får mest ud af det her 👍👍og…,5.0,has tra,3.0
401,8,"I trained 4-6 times a week for several years, as there is always a center nearby - super easy - so there is no excuse not to squeeze a quick workout into a busy everyday life, and still stick to a healthy and active lifestyle.Generally a friendly staff, wide selection of machines, as well as fun and efficient teams ",0fe50f89-Veron.csv,1.0,1.0,1.0,,,i trained 4,Veron,Altid et træningscenter tæt på,5.0,i train,7.0
402,12,"We train in PureGym at Christianshavn. It is a nice centre with a high ceiling - many opportunities for versatile training and you feel comfortable among the other guests in the center. There is almost always room to train - there is clean and nice and there is a friendly staff. However, there is very little area in the center for extension and self-training.",0fe50f89-Veron.csv,1.0,,1.0,1.0,1.0,we train in,Veron,Christianshavn - et center med højt til loftet.,5.0,we trai,11.0
403,13,"New dumbbells are nice. The center always has a good tone and a welcoming staff. The bathroom and men's changing can easily withstand a refreshment. Currently, the men's bath has been rebuilt - though I find it highly questionable that there is no progress in the renovation at all!! The bath has been closed since the 20th and there is just scratched in a hole in the floor.",0fe50f89-Veron.csv,0.0,1.0,1.0,,,new dumbbel,Veron,Centeret har altid en god tone og et imødekommende personale.,4.0,new dum,12.0
404,15,"Great to get going! Sometimes it can be difficult with the motivation, but then it's good to have a training taster who can keep you going.",0fe50f89-Veron.csv,1.0,,,,,great to ge,Veron,Super fedt at komme afsted!,4.0,great t,14.0
405,16,Got the worst treatment in Hobro after center manager has changed in my membership. My card didn't work that goes 14 days but fatigue text from center manager and staff before the card works again..the center is dirty and several machines are broken. Can't recommend the Hobro center. But Gug is super fine.,0fe50f89-Veron.csv,0.0,-1.0,-1.0,-1.0,0.0,got the wor,Veron,Fik den værste behandling i Hobro efter…,1.0,got the,15.0
406,19,"It is a good place to train, here comes people of all age groups - the service is top and the same goes for machines, weights etc. and fine cleaning has been done.",0fe50f89-Veron.csv,1.0,1.0,1.0,1.0,,it is a goo,Veron,God service og fine træningsforhold,5.0,it is a,18.0
407,20,"floors in the men's bathrooms are smooth so you have to walk very carefully, so some of the machines intrude when they break up all the time",0fe50f89-Veron.csv,-1.0,,,,,floors in t,Veron,gulver i herrenes bade rum er glat så…,4.0,floors ,19.0
408,25,Good facilities and in general a good place to train,0fe50f89-Veron.csv,1.0,,,,,good facili,Veron,Gode træning,5.0,good fa,26.0
409,28,Good Teacher,0fe50f89-Veron.csv,1.0,,1.0,,,good teache,Veron,God atmosfære,4.0,good te,29.0
410,29,Clean rooms and very friendly/ helpful staff!,0fe50f89-Veron.csv,1.0,,1.0,1.0,,clean rooms,Veron,Venligt og hjælpsomt personale,4.0,clean r,30.0
411,37,The best machines in the city and the sweetest staff,0fe50f89-Veron.csv,1.0,1.0,1.0,,,the best ma,Veron,De bedste maskiner i byen og det…,5.0,the bes,40.0
412,38,Very fond of team training. Gets the whole body trained. Good instructors and good atmosphere. Space for everyone.,0fe50f89-Veron.csv,1.0,,1.0,,,very fond o,Veron,Meget glad for holdtræning,5.0,very fo,42.0
413,45,Training centre with many machines and many options.,0fe50f89-Veron.csv,1.0,1.0,,,,training ce,Veron,Træningscenter med mange maskiner,4.0,trainin,50.0
414,49,"Not the best place to train, too many in a gym.",0fe50f89-Veron.csv,-1.0,,,,,not the bes,Veron,Ikke det bedste sted at træne,3.0,not the,55.0
415,51,"Nice clean, sweet staff and good atmosphere",0fe50f89-Veron.csv,1.0,,1.0,1.0,,"nice clean,",Veron,Dejlig rent,5.0,nice cl,57.0
416,54,"I've been trying to work out in PureGym Vejlevej, Fredericia. My card has been jammed due to a situation that happened 3 days ago. I could understand on the manager who was working today (26/10/23 at 13.30) that the head office has decided to banish me for 2 years for threats which is the lie. Furthermore, the manager said that there is no sound on the surveillance but that I have threatened one of the members The right version is that I was pushed and threatened by a member who is clearly on steroids in PureGym. He was pushing me away and threatened me violently. The police came and questioned us both. The police closed the case (for 3 days ago 23/10/23 and did not want to look at the monitoring and assessed that he was not allowed to use both machines at the same time. But according to this manager's the head office will want to make a decision anyway. The police closed the case (for 3 days ago 23/10/23 and would not look at the monitoring and decided that there was no push on the threat or like. But the video. But, according to this case, the manager's got to the head manager's guy's guy's guy wants to run a guy's guy's quite want to make a decision anyway quite a decision. I made a decision. I made a decision. I made a decision. I have made a decision on the case.",0fe50f89-Veron.csv,-1.0,,-1.0,,,i've been t,Veron,Udsat for vold i PureGym men er blevet bandlyst ???,1.0,i've be,60.0
417,64,"Go mood, friendly staff, and cleaning tiptop",0fe50f89-Veron.csv,1.0,1.0,,1.0,,"go mood, fr",Veron,Go stemning,5.0,go mood,74.0
418,70,"Once again, PureGym proves to me how little their members mean. I meet in this morning to train. There are two women in the bike room who have really loud music, I go in and nicely ask if they won't turn down, where one of them breaks out that it's only for an hour and that they should be allowed to be here, I explain that the same thing applies to me and she just keeps repeating itself, so I just go out again. Later I get an email with a warning because of my inappropriate advice and then find out that one of the two women was a director. I don't get the opportunity to defend myself and tell my side and try to send a complaint to the member service, but also gets rejected and get a short answer to keep the warning. It's pure principle for me and it's so unfair, I've been a member for 10 years + and always behaved properly. To be treated like this after all ",0fe50f89-Veron.csv,-1.0,,-1.0,,,"once again,",Veron,Urimelig behandling,1.0,once ag,80.0
419,71,Cosy center and talented instructors.Bike instructors are always well prepared.,0fe50f89-Veron.csv,1.0,,1.0,,,cosy center,Veron,Hyggeligt center og dygtige…,5.0,cosy ce,81.0
420,72,"It's a nice place to come🙂, and there's the training equipment you need",0fe50f89-Veron.csv,1.0,1.0,,,,it's a nice,Veron,Det er et dejligt sted at komme🙂,5.0,it's a ,82.0
421,75,"One of the best centres I've visited, it's big, tidy, clean, and there's the tools that need to be.",0fe50f89-Veron.csv,1.0,1.0,,1.0,,one of the ,Veron,Et af de bedste centre jeg har besøgt,5.0,one of ,85.0
422,77,Always high standard with cleaning and staff with accommodating,0fe50f89-Veron.csv,1.0,,1.0,1.0,,always high,Veron,Altid høj standard med rengøring og…,5.0,always ,87.0
423,78,Good reception at reception and easy to get started again,0fe50f89-Veron.csv,1.0,,1.0,,,good recept,Veron,God modtagelse i receptionen og nemt at…,5.0,good re,88.0
424,81,Super atmosphere,0fe50f89-Veron.csv,1.0,,,,,super atmos,Veron,Skønt sted 😊,5.0,super a,91.0
425,87,The center usually works well but within the last 3 weeks there have been errors on several machines - including leg pressure,0fe50f89-Veron.csv,0.0,-1.0,,,,the center ,Veron,Flere maskiner har ikke virket i flere uger,3.0,the cen,98.0
426,96,"Although atmosphere, helpful and turning staff. Many team options and nice atmosphere and indoor climate",0fe50f89-Veron.csv,1.0,,1.0,1.0,,although at,Veron,Skønt stemning,5.0,althoug,107.0
427,97,Nice to come Puregym always smile staff and helpful,0fe50f89-Veron.csv,1.0,,1.0,,,nice to com,Veron,Dejligt at komme Puregym altid smilen…,5.0,nice to,108.0
428,98,"I am generally happy with SATS, especially after having better opening hours. Sweet employees and usually good atmosphere on the ""floor."" However, there are some things that could be improved, including faster repair times of defective machines. 2-3 weeks is not all right, but unfortunately often a reality. Besides, you rarely see receptionists more, as these have apparently been given other tasks such as cleaning and cleaning up. I have also seen people go straight into my regular centre several times, without checking in, so unfortunately I also suspect cheating due to the often lack of reception staff. On the wish list is a SATS center in Hillerød:-) Otherwise I am perfectly satisfied with the 2 centres (BLOX and ABC) which I use primarily",0fe50f89-Veron.csv,0.0,-1.0,0.0,,1.0,i am genera,Veron,Godt tilfreds,4.0,i am ge,109.0
429,110,"It seems that SATS only focuses on the large centres, for example in inner Copenhagen. I train among others in Vallensbæk. I have trained on the team with functional training for more than 5 years - the director is great. Now the team is closed with the reason that there are not enough participants on the team. No, there are no waiting lists on the team, debt offers quality and social cohesion. That's exactly what the smaller centres can offer, but it's obviously not a factor in SATS unfortunately.",0fe50f89-Veron.csv,0.0,,0.0,,,it seems th,Veron,Vallensbæk holdtræning,1.0,it seem,121.0
430,112,"I work out in SATS in Nærum and after Thomas has started I've been working out there for 6 years, where the managers have changed out several times. BUT now it's under control. Thomas is present and attentive, the staff is the same and you always get a fresh remark when you come to the training.Here is clean and neat and manage everything. A super feel every time I work out and it's at least 5 times a week •MvhMona •",0fe50f89-Veron.csv,1.0,,1.0,1.0,,i work out ,Veron,Jeg træner i SATS i Nærum og efter…,5.0,i work ,123.0
431,114,"Really delicious machines, good teams, cute employees, value for money, but there could be a need for some extra cleaning in the lady dress in general. Perhaps this is because most men are employed, which therefore does not access the dressing room just as much? But overall it is Nice",0fe50f89-Veron.csv,0.0,1.0,1.0,-1.0,,really deli,Veron,Love sats,4.0,really ,125.0
432,121,"Arriving on SATS Glostrup. Now 1/3 of the spinning bikes have not been operational for six months, and the rest have not been maintained. If it wasn't for the instructors then I would have stopped my membership.",0fe50f89-Veron.csv,-1.0,-1.0,,,-1.0,arriving on,Veron,Manglende reparationer og vedligeholdelse af materieleriel,1.0,arrivin,133.0
433,129,"(The review is written after 8 visits to the center over period of two months. In addition, I have a roommate who uses the center considerably more often, who has the same experience) There is a lack of general management of the center, otherwise it wouldn't be so bad... There is a lack of consistent hand alcohol in half of dispensations. - All toilets are grossly disgusting. It looks like no toilets are checked more than 2-3 times a day, which is absurd when you think of the amount of people who use the center daily. Staff should go a round every hour in peak hours, but move rarely from the counter, even when there are more at work. In addition, the toilets smell like a lack of basic cleaning (other than emptying the trash can and cleaning mirror) - no water vending machines, which means that you are forced into disgusting toilets to fill your small water bottle. - Several cabinets in the men's dressing room do not work, which means that it can be difficult to find a closet in any way.",0fe50f89-Veron.csv,-1.0,,-1.0,-1.0,,(the review,Veron,Mangler ledelse i SATS Fields...,1.0,(the re,143.0
434,132,"SATS Glostrup's sauna is always broken, 2-3 times a month it's broken. The cold shower hasn't worked for 2 months either. Find another center!!",0fe50f89-Veron.csv,-1.0,,,-1.0,,sats glostr,Veron,SATS Glostrup's sauna er altid i…,1.0,sats gl,146.0
435,134,"SATS Glostrup's sauna is always broken, 2-3 times a month it is broken. The cold shower hasn't worked for 2 months either. Find another center where these things might work otherwise find another provider of fitness.",0fe50f89-Veron.csv,-1.0,,,-1.0,,sats glostr,Veron,Sauna altid i stykker,1.0,sats gl,148.0
436,139,"Keeping an eye on your bills - SATS likes to add extra payments without informing you about it.Your systems are in such a poor condition that they remove campaign benefits. In my case, it gave an extra bill on a month's subscription. Furthermore, they provide in the centers a wrong guide when it comes to setting up payment methods. If you sign up after 14th of the month, you must add payment methods to the center so that they can use the chosen method for the coming month. I was told in the center that I should just have done it before the next 14.Your payment department by phone is fairly cold and indifferent to their centers providing incorrect information upon registration. As well as that their systems impose extra payment without it being written anywhere.All in all this is not a business that I personally would trust. They cheat their customers and disbelieve all responsibility.",0fe50f89-Veron.csv,-1.0,,-1.0,,,keeping an ,Veron,Hold øje med dine regninger fra SATS,1.0,keeping,154.0
437,140,Have of 2 laps experienced that they withdraw money even though I have put my subscriber on hold,0fe50f89-Veron.csv,-1.0,,,,,have of 2 l,Veron,Har af 2 omgange oplevet at de trækker…,1.0,have of,155.0
438,141,I'm impressed by our bike instructor Per Bille he is superbly skilled and can draw full house.Pump.Dangerous to let a not finished pump instructor teach. It happens on Mondays where non-trained instructor teaches.I get worried.negative due to cleaning and bathing conditions. Unfortunately.,0fe50f89-Veron.csv,0.0,,1.0,-1.0,,i'm impress,Veron,stærke cykeltimer tirsdag og torsdag :-),2.0,i'm imp,156.0
439,142,"I enjoy being on Pernille's yoga team, just as I enjoy training alone.",0fe50f89-Veron.csv,1.0,,,,,i enjoy bei,Veron,Jeg nyder at være på Pernilles yogahold…,5.0,i enjoy,157.0
440,149,"Sats westernport Absurd bad service is the first...Absurd Bad service is the first theorem that I choose to start this review withThe evening to Wednesday I'll be met someone who doesn't say hello orler have a good day, she's busy talking to her colleague. seems so bad style and not least incredibly bad service.",0fe50f89-Veron.csv,-1.0,,-1.0,,,sats wester,Veron,Sats vesterport Absurd dårlig service er den første…,1.0,sats we,164.0
441,151,Because of illness I didn't need my membership and was recommended to suspend it for 45kr a month. After 1 month I would then cancel completely and then get to know that I can only by paying a full month regardless I can't make use of it. I have then paid for 2 months plus a month in suspension and I haven't been to the center once!!-----updated 24-8. Sats has after the above contacted me and we have found a solution that satisfies us.,0fe50f89-Veron.csv,0.0,,,,,because of ,Veron,Manglende information,1.0,because,166.0
442,155,Be onest a least,0fe50f89-Veron.csv,-1.0,,,,,be onest a ,Veron,"sender mail med platiniumtilbud,hvor siden der henvises til ikke er aktiv da den restistituerer,spam amil blev det så til",1.0,be ones,170.0
443,158,"It looks worn out. Again machines that are out of service (3 pieces), machines that are rusted and machines that are removed",0fe50f89-Veron.csv,-1.0,-1.0,,,,it looks wo,Veron,Slidt,3.0,it look,173.0
444,159,There's still a lot of treadmills out of service...... get 'em done or get 'em out of the way...,0fe50f89-Veron.csv,-1.0,-1.0,,,,there's sti,Veron,Der er stadig mange løbebånd ude af…,3.0,there's,174.0
445,169,"Generally speaking, SATS Valby is a good place to train. They could invest in a little more weightlifting equipment, but it's a small thing. However, they have massive problems with people who don't clean up after themselves. The place is often one big mess where I have to clean up other people's mess before I can get started with my own training.",0fe50f89-Veron.csv,0.0,,,,1.0,generally s,Veron,Alt i alt et fint center,4.0,general,184.0
446,172,"They closed the steam bath, had bigger construction and still raised the price. And after all, I have to pay an extra month just to quit. Terrible business, unhelpful customer service.",0fe50f89-Veron.csv,-1.0,,-1.0,,,they closed,Veron,Overfyldte faciliteter og for lidt udstyr,1.0,they cl,187.0
447,173,It is delicious and clean in SATS Birkerød. They have a very good selection of machines,0fe50f89-Veron.csv,1.0,1.0,,1.0,1.0,it is delic,Veron,Der er lækkert og rent i SATS Birkerød,5.0,it is d,188.0
448,177,Training is good enough! But clearly bad that there is almost no team is more!! TRX away from the Fish Square really bad it was a super team!!! You have to jump around between places it is straining,0fe50f89-Veron.csv,0.0,,-1.0,,,training is,Veron,Træning er god nok,3.0,trainin,192.0
449,183,I have been on teams in Abc and Falkoner since 2004. Can very highly recommend!!!,0fe50f89-Veron.csv,1.0,,,,1.0,i have been,Veron,Jeg har gået på hold i Abc og Falkoner…,5.0,i have ,198.0
450,187,Solid training with Jacob.We gave it gasCan be recommended,0fe50f89-Veron.csv,1.0,,1.0,,,solid train,Veron,Solid træning me Jacob.Vi gav den gas,5.0,solid t,202.0
451,188,"Incoming personnel, clean rooms and machines, no mess.",0fe50f89-Veron.csv,1.0,1.0,1.0,1.0,,incoming pe,Veron,Imødekommende personale,5.0,incomin,203.0
452,189,Again Karen in Herlev is the best and sweetest instructor •,0fe50f89-Veron.csv,1.0,,1.0,,,again karen,Veron,Igen Karen i Herlev er den bedste og…,5.0,again k,204.0
453,190,"I paid for my membership three days ago and still haven't received a confirmation of registration or activated my membership. This hasn't happened, despite the fact that I was assured that it would be done today when I called in at 08:30.It's already impeccable that you have to wait from payment to the creation of membership, but it gives an even worse experience when you are given a prospect that doesn't happen.",0fe50f89-Veron.csv,-1.0,,,,,i paid for ,Veron,Jeg betalte for mit medlemsskab for tre…,1.0,i paid ,205.0
454,191,"Nice selection for machinery equipment etc. however, unfortunately too hot, summer as winter. Also poor cleaning by machinery and equipment.",0fe50f89-Veron.csv,0.0,0.0,,-1.0,,nice select,Veron,"Fint mht. udstyr, men ...",3.0,nice se,206.0
455,194,"I am pleased with the positive development of team plan in Vallensbæk center. We have got one of the best instructors/hours within Pilates (Zsusanna) and Stram op (Janni). In addition, I am pleased with an energetic Body Jam (Annetta).",0fe50f89-Veron.csv,1.0,,1.0,,1.0,i am please,Veron,Jeg er glad for den positive udvikling…,5.0,i am pl,209.0
456,196,There could be 1-3 rowing machines underneath. +2-3 hand bike trainers in SATS Valby.,0fe50f89-Veron.csv,-1.0,-1.0,,,-1.0,there could,Veron,Der kunne godt være 1-3 romaskiner…,4.0,there c,211.0
457,197,There is a good atmosphere and the teams I go on are super intensive. I feel comfortable when I've trainedRødovre - absolution and bodypump with Grethe Ziegler,0fe50f89-Veron.csv,1.0,,1.0,,,there is a ,Veron,Der er god stemning og de hold jeg går…,5.0,there i,212.0
458,198,"The indoor climate in SATS valby is so poor that it is tragic.The problem has supposedly been going on for many years.I am incomprehensible that you are content with this obvious problem when you have the country's most expensive subscription prices.The unhealthy indoor climate creates discomfort and great discomfort for the training course, and it can be felt very much by all visitors.Get control of your ventilation system! It is the least you have to offer your members. An indoor climate with heavy, humid air can bother the airways, and it is under all criticism that a fitness centre completely neglects this.",0fe50f89-Veron.csv,-1.0,,,-1.0,,the indoor ,Veron,Indeklimaet i SATS valby er så ringe at…,1.0,the ind,213.0
459,199,"Now this center at Frederiksberg Everyone soon had a sauna theme throughout the center for a month, now get the ventilation system done.",0fe50f89-Veron.csv,0.0,,,-1.0,,now this ce,Veron,Mangler ventilation...variere end sahara,1.0,now thi,214.0
460,204,"Terrible course with the rate, Sats sends mine to the debt collection even though I have given both my account and short information. Shame you.If I could give 0, then I would have done it.",0fe50f89-Veron.csv,-1.0,,,,,terrible co,Veron,Forfærdlig forløb hos sats,1.0,terribl,219.0
461,208,Love this gym! Best instructors and facilities. Only FW gym on Funen that has Crossfit classes. Very good and big crossfit area as well,0fe50f89-Veron.csv,1.0,,1.0,,,love this g,Veron,PureGym Odense,5.0,love th,2.0
462,211,"Good equipment , not a busy location so it’s great. Staff friendly 😊",0fe50f89-Veron.csv,1.0,1.0,1.0,,1.0,good equipm,Veron,PureGym Odense,5.0,good eq,5.0
463,214,"Friendly staff, good instructors and nice bathing conditions",0fe50f89-Veron.csv,1.0,,1.0,1.0,,friendly st,Veron,PureGym Odense,4.0,friendl,8.0
464,216,"Ventilation in the summer is terrible, otherwise decent place",0fe50f89-Veron.csv,0.0,,,-1.0,,ventilation,Veron,PureGym Odense,3.0,ventila,10.0
465,219,"Clean, nicely structured, good and well maintained equipment! 2 thumbs up.",0fe50f89-Veron.csv,1.0,1.0,,1.0,,"clean, nice",Veron,PureGym Odense,4.0,"clean, ",13.0
466,226,"Good gym with a very varied set of available equipment. Prices are cheap and it is open 24/7 with card access. Combined with good cleanliness and friendly staff, it's a good place to get in the daily workout.

Note that unlike most other gyms in the area, this particular Fitness World allows a cheaper membership that is ONLY valid for this one location. If you don't want access to multiple locations, this can yield extra savings.",0fe50f89-Veron.csv,1.0,1.0,1.0,1.0,,good gym wi,Veron,PureGym Odense,4.0,good gy,20.0
467,234,I broke my back,0fe50f89-Veron.csv,-1.0,,,,,i broke my ,Veron,PureGym Odense,4.0,i broke,28.0
468,240,Gloves for boxing are very bad,0fe50f89-Veron.csv,-1.0,-1.0,,,,gloves for ,Veron,PureGym Odense,1.0,gloves ,34.0
469,249,"Bondovej gym has been my regular and favorite gym for the last 2 years. Primarily because, in my opinion, it is the best pure gym center in this part of Odense🙃

equipment :
there is a lot of different equipment to choose from and it mainly consists of technogym plateloaded and machines as well as cable towers and there is a good mix of new and old, which appeals to me as I am a fan and often like the old equipment best. There is a sea of ​​grips and handles for the back and the same for the tricep and bicep. The only thing missing is a good seated cable row 🤫

Atmosphere/premises:
The center itself is divided into 3 large rooms with lots of space and high ceilings, it gives a nice spacious feeling even when there are many people. The division is great and is set up in a very logical context. The people are super nice and nice and there is really a feeling here that there is room for everyone! 🥰

Service:
The employees are just the nicest people and there is always time and energy for a hello or a little chat 🫠they are good at receiving rice and praise and listening to us users, so a huge pat on the back from here and keep having one of the best gyms in Odense😉",0fe50f89-Veron.csv,1.0,1.0,1.0,,1.0,bondovej gy,Veron,PureGym Odense,4.0,bondove,43.0
470,251,"This gym offers all items, equipment and facilities that you would need. There are two big weightlifting areas (including barbells, dumbbells and machines), a big cardio area (treadmills, crosstrainer, stepper, cycles, ...), an area with the usual workout machines, a TRX area and in the one weightlifting area you have some open space to do your own workout (there are spinning ropes, medicine balls, kettleballs, asults, ringes, etc.). Moreover there are two course rooms (1 for spinning, 1 for everything else). They offer a decent amount of fitness classes (the only thing I am missing is Body Combat). And I really like the 'freestyle' courses like Crossfit and Functional, because they include different equipments and are usually with only a few people so the trainer can focus on you. Everything is very clean, including the shower facilities. There is also a sauna and a steam bath. The ladies changing room comes with big mirrors, hair dryers and hair straightener. It's usually not to crowded and in my opinion super cheap (99 DKK for students).",0fe50f89-Veron.csv,1.0,1.0,1.0,1.0,,this gym of,Veron,SATS gym in Aalborg,4.0,this gy,45.0
471,370,"They raise membership prices without any warning, they closes the sauna without any explanations or due date, it takes them weeks to fix broken machines, and the changing room are usually disgusting at all times. No need to mention it is overly expensive, and that they don’t offer membership options (the only one being Mon-Fri until 3pm VS anytime, for 40kr difference). Furthermore, they brand it as Spa when there is only one small sauna which just reopened after several weeks, and is now missing features such as time and sensor. Unacceptable.",0fe50f89-Veron.csv,-1.0,-1.0,,-1.0,,they raise ,Veron,SATS gym in Copenhagen,1.0,they ra,164.0
