Unnamed: 0,author_name,text,annotator
548,Elzbieta Jarzyna,"Great place, walking and relaxing",Sanna
549,Anker Stang,Exciting district.....,Sanna
550,Anastasia Balova,It was great befor they changed it.,Sanna
551,Vagn Mortensen,Cold and desolate,Sanna
552,Ismail Aden,Good place to train,Sanna
553,Vladyslav Zavalykhatko,,Sanna
554,Vilma Errboe,,Sanna
555,Pamela,Nice spot by the water but very noisy from the motorway,Sanna
556,Rajesh Kumar,Nice place for walking around the water and also outside fitness park .,Sanna
557,Ruwan Chaminda Sampath,Nice place. Very important for exercise people.,Sanna
558,Henrik Rasmus Andersen,Good view. Nice shelter.,Sanna
559,Jacob Johnsen,Great equipment and view,Sanna
560,Henrik Rasmus Andersen,This exercise park is to my knowledge the only one in the area that has a Leg Press machine. It lacks a machine for stomach exercises.,Sanna
561,Miguel Trabado,Sublime,Sanna
562,Ioulia Per,,Sanna
563,Hernan C,Great park to train un Copenhagen. Five stars,Sanna
564,Daniel Jajetic,Great street workout park!,Sanna
565,Silvia severino,,Sanna
566,Casper Karlsmose Andersen,,Sanna
567,Inna Yuryeva,"Nice Park!
There are a lot of activities: Aqua Park,skate place,open air gum,birds, children place, etc.
My kids was totally happy)))",Sanna
568,Yevheniia Кulish,I love the outdoor gym❤️ thank you Lund,Sanna
569,Viktor Lindström,Nice,Sanna
570,Hugo Hedin,"Great outdoor gym! There are pull-up bars, parallel bars, monkey bars, fixed barbells (10, 20, 30 kg ish) and some other equipment. There are also beach volleyball courts and a parkour section next door. The pull-up bar is somewhat rickety, but instead you can drive in the parkour part.",Sanna
571,Oscar Gustavsson,Perfect for a little exercise after running. There is equipment so you can train all body parts and weights are available in different sizes.,Sanna
572,Anders Emil,,Sanna
573,Anton Nikolov,"Pretty much only the pull up bars are useful, the reset of the facilities are more for kids entertainment.  Still good area for doing exercises.",Sanna
574,Preben Kjærsgaard,"Irmabyen, fantastic area",Sanna
575,Alejandro Barrios,"So far, the best equiped outdoor gym that I've been too. Pullup bars at different heights, walls, soft floor. Great for calisthenics. I would say it is my favorite",Sanna
576,mmarleenn,"Nice place to workout, it was fun even tho it was raining a bit",Sanna
577,Wahid Rezai,"Good equipments, nature atmosphere and fresh air!",Sanna
578,Claudio Forniti,"Pretty cool spot where you can train tons of body movements exercises. Pull-ups bar, dips, push-ups, abs and back extensions station too. Go there and smash your daily workout.",Sanna
579,David O,"My favourite utegym in malmö: bars for pull-ups, dips, rubberized floor space and more.",Sanna
580,Lennart Akesson,Perfect for me and old man 👴,Sanna
581,marianne Hansen,"Live right next door ❤️ so polish your fingers away from the city of the ancients, you don't even live nearby.",Sanna
582,moonvine,Really good training place,Sanna
583,Nanna Vetterlain,Good training spot in quiet surroundings,Sanna
584,Alexander Black,Thank you,Sanna
585,Krister Flores,"Enough for some basic calisthenics, only cons are that muscleups are not possible on the pullupbar cause of its design and it is a bit inclined. But if it's the closest gym to you, then it will be more than enough for most workouts.",Sanna
586,Luis Rubio,"A little outdoor gym with a focus on knowing the equipment, otherwise you get a little instruction in the form of a board on what you can do.",Sanna
587,anna kruba,The park that I love 🍒🌺🥰,Sanna
588,Jonas Bergkvist,,Sanna
589,Gordana Lloshi,,Sanna
590,Titus Yabira NDAHI,Beautiful place for exercise,Sanna
591,--,Badly! bad quality. People who do these outdoor gyms know nothing about calisthenics. Look at outdoor gyms in the USA and Russia and you will understand everything.,Sanna
592,Andy Truong,,Sanna
593,Anna Winstedt,,Sanna
594,Abhiram Diyyala,,Sanna
595,teresa hon,"Great fitness experience here at Strandparken Gym Copenhagen Tower! Camila the personal trainer I met today was very professional. Highly recommend! She taught me a lot about fitness and nutrition, from the big-picture frameworks to the specific muscles each exercise was building. Her demos were clear and she was attentive to my form/technique. She gave personalised feedback on how to incorporate healthier choices in my daily routines too! Overall this gym is truly high quality well run brand new gym!",Sanna
596,Stephan “Stephan”,"Highly recommend gym. Very supportive and nice staff. All equipment feels brand new and everything is super clean.

They also have a big reck for cross fit and calisthenics. If you want a very good equipped and beautiful gym, this is your place.",Sanna
597,Cristian Letai,"Great place to work out! It’s clean and quite stylish! There’s a good selection of machines and cross-fit training options and they offer classes as well.

The gym also has an app where together with the trainers you build a program to follow. The app has videos on how to properly do each exercise plus the trainers are always there to check on you and give advice.

I highly recommend it!",Sanna
598,Jesper Løvendahl,"Great place! High-end equipment and facilities, plus excellent service.",Sanna
599,Andreas M Hansen,"Was really happy with the center. But the way of handling the closure is quite strange. With a few days' notice, the center will be closed and the subscription will be paused. I just paid 599 for a month's subscription a few days before the closure was announced, giving me the offer to train at the other end of town is not doing me any good. I have tried to write several emails about getting one's money back instead, but have not received any reply..",Sanna
600,Drew,Absolutely love this place everything is fun to play on I feel like a big kid and my friend from Australia 🇦🇺 loved it to every time we come to visit Copenhagen I have fun here great out side gym free to enter and stay as long as you like such a great place,Sanna
601,ANDREA GARRETTA,"Suuuper ! You can workout to the best, done right!",Veron
602,Azn Bruh,Good place to do calisthenics exercises with a great waterfront view.,Veron
603,Anton Bachinski,Best outdoor gym in town!,Veron
604,Hristo Topov,Very good place for calisthenics. Pleasure to be there.,Veron
605,Stephane Coué,,Veron
606,Azn Bruh,"Nice and quiet place to do some outdoor workout. You can do a few calisthenics exercises at this place. If you want to do more advanced calisthenics exercises, you can head over to the playground nearby (approximaly 100 meters). At the playground you will find bars to do pull ups or muscle ups.",Veron
607,Albin Klang,,Veron
608,Hila Rious,such a perfect place to work out. It's even possible to follow your protocol in the darkness here as there is light.,Veron
609,Jan Friberg,,Veron
610,Adrian Dimitrascu,,Veron
611,8 Shams,,Veron
612,Peter Fabian,,Veron
613,ANDREA GARRETTA,Great! full equipped,Veron
614,Azn Bruh,"Great place to workout, especially if you are into calisthenics.",Veron
615,Victor Haaning,,Veron
616,Ágnes Csende,,Veron
617,Milena Minkova,,Veron
618,Lakhanpal Singh,,Veron
619,Pavel Yermalovich,,Veron
620,Andrew Jorgensen,"In Copenhagen for 6 nights and my hotel had a terrible gym, so I searched for a nearby gym and found SATS. I found this gym to be great! It has just enough equipment to get in a good workout. I never had to wait for anything. The team was also super helpful with getting me day passes.",Veron
621,Joshua Formentera,"Newly nice renovated gym. Classy and has a nice view to the street. All the equipments, cardio machines and lockers in the room are brand new and nice. The men's shower room has only five compartment room compared to the old ones which have around eight. There is a sauna too. The voice echo from the women's bathroom loud as it gets and everyone from the men's room can hear everything. Not sure if the management have notice it. In comparison from other SATS gym this place relatively small.  Great location fitness center and accessible to public transport few minutes walking distance to the central station and Tivoli gardens.",Veron
622,C L,5-star rating for the second floor lounge. I was running around the park 630am and needed a bathroom and a coffee. SATS is perfect for just that. I didn’t try the gym. Neither do I see the point of paying for cardio machine when you are so close to a beautiful park in summertime.,Veron
623,Guido Nap,"The gym is ok, although with rising prices I guess it became a bit expensive for what it offers. It is a bit small but very modern and fairly clean. At least more than other gyms I have seen in Copenhagen. It is often packed when it comes to using the barbell stations but definitely, I have seen it worse.

The staff is usually nice, although when you have a question (e.g. about billing etc.) it is all managed in a very confusing way. I do not think is their fault, but rather something related to their internal procedures and IT systems.

The classes are in Danish, but you can also find classes in English. Besides the language barriers, I find the classes useful and entertaining. Usually, the instructors are of a good level and there is quite a good variety.

The app is a welcome help for booking classes and other functions, although sometimes the user experience could be improved (and the same with the website).

I am still a client and I think the gym has the potential though to become even better. It depends on what the management will make out of it.",Veron
624,Eric H,"Small, but well equipped fitness center.

SATS have a bunch of different spots in Copenhagen and if you don't like the size, there are always others.

Personally, I feel like this is one of the better, if you just want to get in and do a workout and get out. You'll rarely wait for a spot anywhere.

They have everything you need including 6 squat racks / power cages and a bunch of free weight stuff, cardio machines. The only thing lacking is team workout.

The changing rooms are good and spacious.

It does get extremely hot in the summer here, which is why I didn't give it 5 stars.",Veron
625,Kasper Sørensen,"THE place for squatting, benching, and deadlifting in northern Copenhagen.
KSK-styrke.dk to get in contact. Usual opening hours are 14-19 Monday, Wednesday, and Friday.",Veron
626,Jesper Rune Madsen,Super fantastic club. Lovely people of all ages. Lots of rallies. And a really good atmosphere.,Veron
627,Khalid Sapneh,"I tried to contact the club to sign up, but I was told by Anders that there is a waiting list and I have to contact a Per on a phone number as a man who never answers his phone.

It takes a long time for the ruling and the bad to respond.

For me that is a bad experience and I do not recommend the club due to bad behaviour.",Veron
628,Cindy P.,Good experience and you feel welcome already from day 1.,Veron
629,Amalie Larsson,A club where there is room for everyone and good technical sparring. The mood is high and so is the level.,Veron
630,Dan Eisenberg,"Really Nice crossfit center, very high equipment standard and nice People",Veron
631,Mikio Karmann,Love this box and the members. You quickly feel welcome and the training is good.,Veron
632,rasmus windfeld-hansen,"Fantastic community, good trainers and great equipment.",Veron
633,Susanne Visholm,"Cool facilities, welcoming staff.",Veron
634,Henrik Woodgates,"Training where everyone can participate and be challenged at their own level. The team behind the box is very passionate, the emphasis is on community and training of the highest quality.",Veron
635,Mikkel,,Veron
636,Dóra Lakatos,,Veron
637,Sazzad Ahmed,Nice and good stuffs.,Veron
638,Rikke Klarskov,It is a pure pleasure to come to Physio Danmark. They are all welcoming and helpful. Sofie is one of the best physiotherapists I have met. She thoroughly familiarizes herself with your movement patterns and biases before a program is organised. It has really created great positive changes for an office body,Veron
639,Mark Petersen,"A really good place if you have sore joints or muscles.
The staff are nice and welcoming and they also have equipment for rehabilitation if you need it.
The prices are okay, but it would be best if you get a referral from your doctor, as is the case with such places.",Veron
640,Tove Krøyer Sørensen,Good service and treatment,Veron
641,Thomas Theede Lauridsen,"Go to Nicklas for problems with my neck, it's always a great pleasure to see him. The humor is world class, and the treatment is serious and efficient on a different level.",Veron
642,Yihong Lan,"I had the misfortune of being a member of this CrossFit gym and I must say, it has been nothing but a complete disaster. Despite leaving the country and clearly cancelling my membership, this gym continued to charge me a recurring fee, month after month. I was shocked and frustrated to see this charge appearing on my credit card statement, especially as I was no longer in the country and had no access to their facilities.

The customer service provided by this gym was equally disappointing. I tried reaching out to them multiple times, via email, to rectify this issue but my requests were ignored or brushed off. It took a significant amount of time and effort on my part but they had no interest in resolving the issue.

In my opinion, this gym is clearly more concerned about lining their pockets rather than providing a quality service to their customers. Their lack of attention to customer service and unethical billing practices is unacceptable and I would not recommend this gym to anyone. Stay far away from this gym if you value your money and time.",Veron
643,Louise Nielsen,"Let's get down to business, to defeat the weights.
Did they send me fatties, when I asked for strongs?
You're the saddest bunch I ever met
But you can bet before we're through
Crosser, I'll make a hunk out of you

Sweaty as a river but on fire within
Once you find your center, you are sure to win (the Hungarian handstand)
You're a spineless, pale, pathetic lot
And you haven't got a clue (about how awesome crossfit is)
Somehow I'll make a hunk out of you

(the users say:)
""I'm never gonna catch my breath""

- ""Say goodbye to those who knew me""
('cause all my friends are crossfitters now)

- ""Boy, was I a fool in school for cutting gym"" (weren't we all?)

- ""This guy's got 'em scared to death"" (with his abs)

- ""Hope he doesn't see right through me"" (just keep your shirt on, no-one wants to see your sixpack Brad).

-""Now I really wish that I knew how to swim"" (a shower will do).

Be a hunk
We must be swift as the swinging dumbbell
Be a hunk
With all the force of a great weight disc
Be a hunk
With all the strength of a heavy lever
SoMe-showing as the light side of the moooooooooon!",Veron
644,Lucas Barro,Love to train in this box,Veron
645,Bergur Johannesen,I've attended around 300 classes here and absolutely love it. But be aware of the fact that it requires a membership and is very expensive.,Veron
646,Christian Palm,"Great place to workout, small open gym but great classes",Veron
647,Gianluca Gulino,"Very nice gym. Daily fee around 10 euro.
Good quality machines. Only problem there's not always someone in the reception.",Veron
648,Hendrik H,Couldn’t workout because staff at the reception was missing.,Veron
649,Robbie Dyer,"Good gym with plenty of new equipment, and it's always kept very clean.",Veron
650,Nilus24 Fußball,"super nice trainings place, but in the first floor, you can sometimes smell the restroom. I would suggest a strong ventilation system",Veron
651,Eric Langenberg,"Spacious, light, clean, great equipment, not crowded. Everything seems new, worked well, and is in great shape. Perfect gym. First time is free.",Veron
652,Mandy Marquardt,"I was in town for vacation and wanted to continue my training — what a gem of a facility! They have plenty of squats racks and platforms. It’s a well-organized, friendly and clean space. I NEVER felt uncomfortable or unwelcomed. I took two CrossFit classes while in town with Ezequiel and I loved his energy. I had to modify a couple exercises and he was very flexible and encouraging. When I am in Copenhagen again, I’ll for sure be back!",Veron
653,Pearlyn Toh,"Quality of (some) coaches are great, but others couldn’t care less during class — mostly on the phone or chatting with others instead of watching the class.

Cancellation fees imposed on members for late cancellation, but they can cancel class last minute on their side without explanation.

Multiple instances during class at 6am in the morning that the coach did not show up at all, without explanation or apology either. so we had to conduct the class on our own and still pay for membership.

I’m sure there are other boxes that are more worthy of your time and money.",Veron
654,jakob meurs,"The gym's equipment quality is far below what ordinary fitness centers have to offer, and it is usually not super clean. The space isn't really big enough for the number of members which results it you having to wait in line for most of the equipment, especially if you wan't to train outside of a 9-17 works hours. Most of the team workout trainers are however really great and involved in the workouts which is really awesome. The ""administrative staff are however not ""great"", I both had troubles with my payment when i joined butchers, which was really annoying and also when I wanted to quit. To be honest they and the center were a big disappointment for me personally.",Veron
655,JP Ngindu,"A couple of Open Gym drop-ins while I stayed there and I can’t recommend it enough. The place is great, kept airy and fresh by hot weather and the staff and members super friendly. I’d fogotten my rope and asked if they had any spare and although they did not, one coach actually lent me hers!! Thanks Isabel!",Veron
656,Everton Spader,Love the box! All coaches are super friendly and in my experience they don’t mind speaking English even if there’s only one English speaker in the room. The facilities here are great. Weightlifting area with top quality weights and barbells. Open gym is also very spacious with high quality equipments.,Veron
657,Lasse Buhl,"It's fine, it's got the equipment you need, and in expected condition, the staff was present and helpful, it's just a bit too expensive. The vibe to me was very club'ish, dim lighting with a few strong spotlights (got me blinded doing exercises on the floor), and heavy beating music, which is awesome if you're into that. The changing room felt kinda weird, the benches were grated, which made them uncomfortable to sit on. All in all, it was fine, but it just felt like any other gym, but with a monthly fee of 350+ dkk, it doesn't seem all that worth to me:/",Veron
658,Michelle Dulce,"Can’t call their location in Østbanegade. Plus, they are super slow at responding on Instagram. They are very curt and not informative at all.

To Repeat, If you want to keep your customers, please be responsive, helpful and informative. Poor communication really discourage me as a member at your fitness center.",Veron
659,Edson Bittencourt Imperico,"Excellent gym with good music and atmosphere to work out, and cheaper rates per month than other gyms in town. Open until midnight.",Veron
660,Ferdinand Laird,Fitness with character,Veron
661,Abdulrahman,Very nice experience 👌,Veron
662,Mate Kelava,"This PureGym is a great gym, spacious and clean. Has everything you need for a good workout. I got a week pass as a tourist for 109dkk. The girl at the reception was super friendly and helpful! I definitely recommend",Veron
663,Jo J,"One of the best Fitnessworlds in Copenhagen.
Airy, spacious with 4 floors, nice staff and gym is well equipped.
Warmly recommend the all-in offer they have where you can take one item like protein shakes, water, protein bars or caffeinated drinks from their member fridge everyday for 119:-/month",Veron
664,Jeffrey Taveras,"Wonderful training facility with all the necessary basics. I'm from the states and was worried I wouldn't find a place to train but Fitness world fulfilled my needs. As a powerlifter, I solely needed a decent barbell and squat rack. They have 4! Guest passes at the time cost 99kr for a week!",Veron
665,Nicolai Zoffmann,"Great place where the stairmasters are replaced with many real stairs to escalate the many floors. The layout is easy to understand. Change rooms are on the bottom floor and then each floor specialises in different types of workouts. Be aware that if you use the stairs to exercise, the top floors are mainly for team exercises and can be clogged from time to time.

Try to avoid peak periods between 07-10 and 16-19 if you wish to you specific tools, machines or spots.",Veron
666,Krisztian Gyepes,"Spacious gym with great equipment however, it gets crowded in the afternoon/ early evening. Membership costs around 250 dkk per month and I think it is definitely worth the money!",Veron
667,Claus Moeller,If you get there when it's not busy.  Generally too much noise because doors are not closed and people don't always use headphones,Veron
668,Kim Døfler,Great classes and nice new equipment 👌,Veron
669,Jan Ankerstjerne,Fitness X is a great place where there is new machines and lots of classes. The price is awesome,Veron
670,Armand Cee,"Hi, i want ask is it possible to mount a boxing bag on the gym?",Veron
671,Atif Haroon,The best offers of the town.,Veron
672,PsychoGG,"This has become  my second home, always  awesome  people  willing to help    never had a problem  being judge  or something  the gym works and has everything that you need ( i would love to see a traps machine, but that is just a personal preference😁)  Thank you FitnesX for helping me change my life",Veron
673,Tanya Pavlenko,"Signed up about a month ago, good variety of classes at convenient times for those who work as well (morning and evening), plenty of space in classes so rarely see something waitlisted. My Danish is very basic, but instructors are accommodating and I never feel discriminated against. Wish some classes were available at 7 or 8 am instead of 6, but that's a personal preference. Keep up the good work!",Veron
674,Mateos Lazari,"Really cool place with great machines and all kind of weights, the only bad thing about it is many peoples don’t respect the place with leaving tons weights at the machines when they are done of the exercises, many peoples come and stuck on the phone using space for nothing and last and at least people dont respect the hygiene so when you have to go to locker room it smells really bad and toilets/showers are really dirty and sticky, hopefully they are going to make it better in the future.",Veron
675,J,"It's unfortunate one cannot give 0 starts to this company, which does not fall short of a scam. The terms and conditions for payment are obscure to say the least, and they have now decided to allow payments only via MobilePay, which clearly shows their reluctancy to admit international clients or even any clients not familiar with app payments. To be avoided by all means.",Veron
676,Emre Duymaz,Pretty huge and brand new Gym. So much space for everything you need. It's a great gym for those who want to do more CrossFit style workouts but not pay the high CrossFit fees. The locker rooms are great too. Something that you don't see often. Feels more like a members only Gym,Veron
677,Rune Perstrup,"An Unhygienic Coronavirus Petri Dish.

I have been working out in several Fitness world centers around Copenhagen, and when it comes to basic matters of hygiene, this center is the worst. I have visited the center a couple of times so what I describe here is not an outlier.

There is an extreme limited number cleaning liquid dispensers - usually 1 or 2 per large room

Nobody cleans their equipment after use. Nor does the staff encourage basic hygienic behavior.

I have not at any point seen any employees go about doing their cleaning routine.

I find this lack of responsibility astounding since we are in the middle of a hotspot in the middle of a pandemic. I have visited other fitness world centers that do take their responsibility seriously.",Veron
678,Frank Ejby Poulsen,"The gym is great, spacious and has everything, and the personel is friendly and helpful.

However, the gym members are often not aware at all of gym etiquette: sharing gym equipment, respecting common spaces to allow other users to access the equipment, or even being just nice and polite. It's happened to me that I asked a user if I could borrow the dumbbells for a quick set after he finished a set, to which he reacted angrily saying that they were his and I had to wait for him to be done. When expressing my surprise and thinking he was rude, he chased me to ask me angrily what he did wrong, he's using them, they're his, what's wrong with that? I tried to explain that I only needed them for one set as he was done with his, while he was resting, since there were no other available. To which he replied that I could go to the other end of the gym to get the same ones, and he does not see why he has to share them with me since he is using them. I trained with other weights, and after I finished my 3 sets, he was still not done with the weights. So, I could have waited a long time for him to be done. That's just one example among many others. Very often people train right in front of the dumbbells rack, admiring themselves in the mirror, hence occupying the whole area in front of the rack and not allowing anyone to pick dumbbells. Once I tried to explain, and just received an angry answer that he moved away so there was space, why am I making a problem? He didn't see any problem. But at this stage, I think it's just a problem of education and behaviour in common spaces, more than a lack of knowledge about gym etiquette.

Moreover, many users do not even respect the gym's clearly specified rules at all: no training with your bag in the gym, no outdoor shoes for training, using disposable shoe covers when entering the gym, or cleaning the equipment after use. Obviously, training during peak hours is a nightmare, and it is best to train when it is less crowded.",Veron
679,D Kar,"Huge training space. Good quality classes. Would be great for me if instructor use a little bit of English too for the people who don't speak danish.
I like fitness world.",Veron
680,Bartosz Gałecki,"Air conditioning is not turned on. Instead they put a couple of fans around the gym, which just move hot air around. Not super clean but I've been to worse places. Some machines are broken for weeks without maintenance.

Good thing is that people put the weights back",Veron
681,Angi Las,"The Studio is not in best Shape. As Many before me wrote: it’s very small, the devices are packed!! Could be a lot cleaner - especially the toilets.
But what bothered me most is the very little amount of training devices: Not a big selection to choose from and therefore missed a lot of my usual training equipment.
The biggest critique point for me is the age of the devices: they are all old, especially the Steppers on the second floor are A NIGHTMARE. Everything could be a lot more modern.
Also big critique: the staff literally has no idea about nothing. You get different info everywhere, they don’t know anything about the contracts or what info you need to sign up for a membership. Also found all of them to have a certain „annoyed“ attitude.
I am really truly disappointed in the Studio especially because from outside it gave such a nice impression.
Will go to another fitness world studio in the future and hope that the next one will be more modern and clean und the staff maybe a little more educated.",Veron
682,Daniel Storm,"Watch out! In the mens changing rooms there are someone unscrewing the locks so they can open the lockers even if you have your own lock on.

This has been a big problem over the last year. And Fitness World do not inform you about this!!!!",Veron
683,Ẹniọlá,"Go-to location.
Very spacious and always clean.
Staff are nice and helpful.
And overall atmosphere is very easy going yet focused and motivating :)

Check it out yourself though",Veron
684,Thomas Jakins,"Never really too busy but it is quite small. Like alot of fitness worlds it could update the machines.
Generally its very clean, its one of the better fitness worlds.",Veron
685,Heninho,Gym has only very limited service times. Impossible to workout after this time if you only want to workout for a day.,Veron
686,Andres Arevalo,Nice place with daily and weekly passes. Make sure you get there in the hours that the receptionist is working otherwise you cannot buy the passes.,Veron
687,subnet001,"If you wish to pick up heavy things and put them down again in the ugliest building in town you've come to the right place. This place has it all! It's got infinite running things, stay-still-pedallers, heavy handles, pull ropes, hard-to-pick-up-if-you're-weak balls, make-your-life-difficult machines and hulahoops. All are kept well maintained and on a leash if necessary. According to rumors, there are also classes for different things but I don't know anything about that. Get the app,  it helps with stuff I've never used and looks nice.

*EDIT* I'm revoking a star for no longer being open 24 hours! I wanna lift at night! Otherwise, no change.",Veron
688,Sebastian,"Unfortunately this gym has been severely worsened by the “upgrade” in connection with the change to PureGym.
The machines (Matrix) are really bad and it seems that there’s less equipment too.
Will not be coming back.",Veron
689,Fab Indi,"Very nice gym with brand new machines. Very clean, paint is all new and staff is super nice.

Price is also great.",Veron
690,Isabel Monteiro,"Jesus Christ..
this place needs a deep cleaning !!!!  The shower is full of spiderwebs, the mats were all very wet of sweat..

Be careful at the room were they do boxing the wood floor is very slippery

Not enough  hygge but:

Friendly employees !
Cool time at the boxing class!",Veron
691,Ewa Palenta-Rusin,"I give 1 star more than #fitnessworld actually deserves for the great ""hold"" instructors. Otherwise it is a poor service fitness center that want to rip you off at every turn. I got a special offer when I signed up because it was FW birthday - ""All-in"" free for one month. It was the end of month and I did not get to use it at all. But to my big astonishment, it was an opt-in subscription service, so I was actually billed for the next month without even being notified beforehand! I cancelled it right away but I had to pay for that month anyway. So I used it a few times. And here comes the next surprise - again I was billed for the product I ""bought"" on top of my monthly fee.
I am asking, is that what a reputable fitness chain do? I doubt..",Veron
692,William Maddocks,"One of the better fitness worlds, nice and open, high ceilings, nice facilities.

Only thing that stopped it being 5 stars is the lack of cleanliness in the bathroom/shower areas sometimes",Veron
693,Krzysztof Turczyn,"This place is great!
They have all you need and they're open 24 hours, if it was even a bit dirty it's because lazy members do not know how to behave! People working there are trainers and office staff they are not your slave and they are not there to clean you mess! But there is one thing that drives me crazy and I was trying to ignore it but it is a bit hard now... the music when the staff leaves. If any staff employee of FW is reading it, can you PLEASE contact the staff in this gym and asked them to when they leave at 8 PM maybe set some radio or some motivational music? There was this one day that the song got stuck it was play allllllllllll night long, the same one song, and it was not even a good one, and literally after 40 mins I left coz not even my headphones helped. And yesterday there was some country music. In general after 8 there is always ""not the best music"" and I think if it's like this I'd prefer to work out in silence.
But otherwise as I mentioned great place.",Veron
694,Geraint Nott,"A lot of young people go to this gym, and don't appreciate or follow gym etiquette. Often leaving weights where they use them, don't clean the machines after use and often sit for a long time looking at their phones. The gym is not staffed all the time and so no one tells these children to clean up after themselves.

Otherwise the gym is fine with modern and working machines. It can be a little cramped in some areas where the free weights are used, but this wouldn't be a problem if people were not so entitled and treated it like their personal gym.",Veron
695,Mike Martins,"The average age of the members in this gym must be somewhere around 17/18 at the most. Its pretty close to a folkeskole, hence you'll find alot of kids and teenagers in this gym.They come in large groups and take all the space (in an already very small gym) by basically playing around, acting like they're at a playground.

Other than that, the gym is very dirty and messy (This is also due to most of these teenagers neither sanitizing/cleaning up after themselves) and the music is too loud as well as being very poorly choiced songs.",Veron
696,Ahmad Kasem Haidar,"Englandsvej, It's good and I enjoy training there with different machines BUT I didn't give 5 stars because we have to refill our water bottles from the toilet sink!
Hope they will make a separate place for water.",Veron
697,Sebastian,"Yet another Fitness World center, which have been worsened by the PureGym-makeover.
Strenght training has been compressed into too little space and instead they added a lot of useless cardio equipment for amateurs. It’s becoming more and more clear that the latter is the clientele which PureGyms wants to cater to - not us, who consistently go to the gym +5 times a week.
It’s such a pity with this systematic destruction of the relatively few good gyms we have.",Veron
698,RUECKENWIND,"I'm shocked after reading reviews that are just 3 years old (urban gym) compared to today. Looks like it was a nice location some time ago. Since the last years the gym changed 3 times the owner. Now it's puregym and it's just disgusting. Staff (if someone is there, after 6 no one is working) is unfriendly and lazy, not motivated to help you at all. No introduction when I started there, no refund  after problems with the snack vending machines.

While heavy rain you can enjoy a shower from the roof. It's dirty as hell, everything sticks and it's disgusting to touch. And that's for all areas. Feels like the changing room is cleaned ones a week or less.

Most of the cardio machines are not working properly and cleaned max one time a day. It took 6 weeks to fix 3 bikes and 2 cross trainers. But still all of them have miss functions with the computer. To get the heart rate is a lottery and the rest of the numbers is also not working correctly. There is not even one digital clock in that gym, so smartphone or smartwatch is a must if numbers and timing is important.

If you want to take a class, good luck. There are just 2 offers at 3 dates in the week. But you pay for it.

I don't get why this location is one of the most expensive ones and I need to pay extra to train there. It's just scam and the worst gym I joined in the last 20 years.

So if you just move some irons and have lot's of experience it's totally fine to train with that old rubbish. With less experience and focus on different things you are totally lost.

The only good thing are the other people, most of them are friendly. The gym itself is just disgusting and not worth the money. That's just the review for that certain location.",Veron
699,Ricardo López,"Terrible.

They changes my membership 2 times without me telling to do so.
First time i has to pay a supplement of 100 dkk because a mistake of one of the brilliant guys working there.

Second time they set my main gym elsewhere, so today i had to pay 30dkk extra to go to the gym i usually go.

On top of that, the first mess they did was not fixed. It is impressive how Fitness World hire the brightest minds in Denmark.",Veron
700,P-A M.,"I've worked out in three different gyms in Copenhagen and this one was clearly the worst. There aren't enough showers in the men's locker rooms and they are incredibly wastefull in water. Another low point is the door system letting you in the gym, which keeps denying you the entrance if you're not perfectly positioned inside the cabin - too much fuss for nothing. Also, there are many annoying teenagers that aren't there for serious training, they're loud and using the equipment for fun while other people want to go on with their workout.

Otherwise the amenities for the workout per se are good and various.",Veron
701,David Berger,"I’ve been a member for 3 months, and I’ve got to say the new management is doing a great job. Clean, open and welcoming. Not too many machines, but plenty of room for circuit training.

CrossFit, cardio, stretching, body weight, running, free weights, and machines.",Veron
702,Rastislav Pitek,"I cannot comprehend how anyone could open a gym of this size without thinking about any ventilation or air conditioning whatsoever. Its humid, smelly, unpleasantly hot and always crowded… Not to mention that the distribution and number of equipment is terrible… Say good bye to bench press - you wont be able to find empty bench for you.
(But the staff is nice and kind)",Veron
703,Patrik Belanyi,"3,5*
Good location, close to metro station.
Employees are nice and helpful.
Gym is usually clean but very small and you spend some time just waiting for machines.
Recommend to check favourite times so you can avoid busy hours.

Ventilation is probably not existing and there are so many people who don’t follow gym’s rules.
The price (319dkk) is not matching to what you get.",Veron
704,Max Christensen,"STAY AWAY!!!
They got ALL my contact informations wrong. So I had no real way of paying my monthly subscription, be course I could not log in. HAhaha. Then they went all RKI on me. Agressive bunch.
I ended up just quitting, paying the bill and moving to a better gym that's more organized.",Veron
705,Stefano Rosciano,"I'm foreigner and what I perceived from this gym it was:

Some of the staffs are incredible unprofessional.

Employees must be trained on which are the rules and procedures.

P.s. a bit of politeness would be appreciated

Thank you,

Steve",Veron
706,Anna Maria Kyritsaki,"It is an okay gym, some of the equipment are not working (like some of the treadmills), it has a decent variety of machines, there is some (limited) space for free weights and it does *not* offer classes.

Stuff is friendly, options of memberships are very limited. For example, you can't work out without starting a binding contract that states that when you stop the membership you'll have to pay the current + the next month. That's pretty strange as in another branch I could just pay for a week of use without any strings attached.

Other than that, you can surely do your workout here but it doesn't compare to other more central/maybe more expensive gyms.",Veron
707,Christian Segg,"Small for all the machines they’ve put in there. Smell of sweat due to bad AC.
Friendly staff though, and clean facilities.
Can be very crowded during holidays and weekends.",Veron
