enterprise,author,rating,review,platform
SATS,Lene Christensen,1,"Sats kundeservice er virkelig elendigI beder om, at vi som medlemmer tager kontakt via mail..... I svarer jo aldrig",Trustpilot
SATS,MR,1,"Ekstrem flabet opførsel for 3. gang, af den kvindelige medarbejder, fuldstændig uacceptabelt. Håner kunderne og mangler total fornemmelse for kundeservice. Hvad sker der SATS?",Trustpilot
SATS,Lars Sonny Andreasen,1,"Bondefangeri!Umulig udmeldelse, lang ventetid på medlemsservice utrolig det kan være muligt men det er det.Har meldt mig ud flere gange via deres hjemmeside, men da den åbenbart er defekt og man ikke kan melde sig ud der er det ens eget ansvar åbenbart selvom hjemmesiden siger man er meldt ud nu. Skriver du til medlemsservice, skriver de tilbage de kan sætte sig i bero. Det er forrykt firma, aldrig i mit liv skal jeg være medlem der igen",Trustpilot
SATS,Anita,1,De hjælpe ikke med at opsige abonnementet nummeret kan ikke ringes til der står på siden er så skuffet over deres Service,Trustpilot
SATS,zehra ozkahveci,1,"Umulige at få fat på!Der er trukket en hel masse penge fra min konto. Jeg blev bedt om at blive opsagt helt tilbage i okt. men jeg sjovt nok blevet sat på bero. Og bero perioden sluttede ved en genopbing og denne måned der så trukket 1,5 måned gebyr fra mig. Hvor jeg på ingen måde har vist at jeg var på bero. Hvorfor advarer man ikke sine kunder med en mail dagen før at ens periode starter som ny. Da første nedlukning skete, blev der trukket stadig pengr fra min konto, men grundet at kunderservice havde lukket og lange svar tider, opgav jeg det, i gøre samarbejdet så svært at man virkelig ikke kan overskue at kæmpe imod jer. Hvorimod det burde være det modsatte!  SATS er i min verden kendt for uproffesionelisme, samt umulige at samarbejde med, og og penge nasser. HOLD JER VÆK FRA DEM.",Trustpilot
SATS,Patrick Ager Stub-Holm,5,Hvem læser 5-stjernet anmeldelser? ;))),Trustpilot
SATS,Andrea von Eyben,5,er lige blevet medlem hos SATS ved siden af den sorte diamant. pigen i receptionen var simpelthen det sødeste og mest hjælpsomme menneske jeg kunne bede om. virkelig en behagelig oplevelse og det fedeste center med udsigt til bryggen. kan klart anbefale <3,Trustpilot
SATS,akam,1,"Kundeservice af værste skuffe. Jeg har mailet frem og tilbage med jer, men har opgivet at få noget positivt ud af jer. Ren og skær elendigt, i burde få kigget på jeres kundeservice afdeling. For det burde i hvert fald ikke hedde “kundeservice” for det kan i ikke finde ud af..",Trustpilot
SATS,Ole Michael Oldhøj,5,Fantastisk sted ................. men hvem læser 5 stjernet reviews,Trustpilot
SATS,Olena Klymenko,1,"Hvis du vurderer et firma på en skala for aggressiv trækning af penge fra kunder (selvfølgelig uden kundernes deltagelse og vilje) fra 0 til 10, modtager Sats 12. Pas på!  Der er kun et råd - undgå dem.1. SATS overvåger breve fra dem på vores enheder, da de sender en usynlig billede 1x1 pixels i deres breve, så ved de godt hvornår har man åbnet det. Bagefter kan SATS afpresse nogen med det, som det var med mig: “Du har set vores varsel, fordi du har åbnet vores brev”. Giv dem ikke sådan en mulighed for overvågning: Brug Outlook og deaktiver åbning af billeder.  2. Tro ikke dine øjne: hvis din SATS konto siger, at dit abonnement er sat på pause, kan det faktisk være anderledes.  3. Store problemer med fakturaer.  SATS ved slet ikke hvad det er.  Det er nok for dem at sende dig en opkrævning i betalingsservice, og du skal tro på dem, hvad betaler du for denne gang. 4. Inkasso. Ingen er forsikret mod at få en inkassosag, og der er ingen frelse.Jeg har ikke fået intet faktura, intet rykkebrev, intet inkassovarsel og BAMS inkassosagen. “Teknisk fejl” da SATS har profit fra disse “fejl” – det er sjovt. Kære SATS, betal venligst for jeres fejl.Der er ingen mening i at gå til domstolen for at få 1000 kr. tilbage. Dette regner SATS med.  Men SATS regner ikke med, at vi kan forene os, ansætte en god advokat, komme med en klassesag og skabe offentlig resonans. Jeg er i gang med det. Bliv ved. P.S. Undgå at henvende sig til Nævnenes Hus – de er helt hjælpeløse og tager penge for det.",Trustpilot
SATS,M.,1,"Fik lovet at mit abonnement var i bero, men fik desværre ikke noget på skrift. Derfor har de opkrævet pris for abn. for en periode, hvor jeg blev lovet at det var i bero. Det er selvfølgelig dumt af mig, at jeg ikke fik det på skrift, og derfor ikke kan bevise det. Men hele dette problem kunne være undgået, hvis i havde haft styr på at sætte det i bero. Der er desværre ingen hjælp at hente, da det er i et center som Sats har frasolgt til et andet selskab, og derfor har de ""naturligvis"" ikke interesse i at yde god service for deres tidligere kunder.",Trustpilot
SATS,Zenia Christensen,2,"Fint center, rigtig fin app. MEN!!! Hold nu kæft hvor er det svært at lade sig udmelde. I har virkelig skjult den godt! Det er virkelig dårlig stil at I skjuler den så godt. Er det overhovedt lovligt?Jeg har ledt, og ledt, og ledt alle de steder i min profil hvor det burde være muligt at kunne lade sig opsige. Men ak, det måtte jeg opgive også derefter SØGE efter det. Når man så finder den, så skal man lige igennem 2 sider hvor man stædigt prøver at holde på én og man skal helt ned i bunden for at finde den meget skjulte opsigelses ""knap"".Jeg har tidligere måtte prøve at lade mig opsige fordi jeg forventede at det skulle være nemt at gøre fra min mobil, men ak. Nu må jeg jo bare vente 2 mdr på at blive opsagt og bruge penge på det...Ikke nok med det, så kunne jeg ikke huske koden og prøvede at nulstille den. Det var ikke muligt. Ligeså snart jeg fik et link til nulstilling kom ind og skulle skrive min kode på ny, redirectede den tilbage til startsiden uden at jeg har gjort noget. Dette er sket igennem forskellige browsere på forskellige enheder. Det skal I have kigget på.",Trustpilot
SATS,Chinwe Lilløen-Weber,5,"Har intet at sætte på SATS i den seneste tid jeg har været medlem, dvs. lige 1 år før corona og i coronaperioden, jeg har været medlem fra før det blev til fitness.dk og forsat da de igen blev SATS. Havde på et tidspunkt et problem med en forrige centerchef, men han er udskiftet og det var godt, for han var ubehøvlet, nedladende at tale med og så sløjfede han mange populære timer og trænere. Nu er der kommet styr på det igen, der er et godt flow i de forskellige timer, der er rigelig af forskellige træningstimer, personalet er smilende og imødekommende. Så jeg glæder mig til at ""min"" SATS får lov til at åbne op igen.",Trustpilot
SATS,Fanny Flensted,1,"Vidste du at Sats STJÆLER fra deres medlemmer?..!!Læs dette inden du skal tilmelde dig et fitnesscenter, så du undgår at blive snydt.Jeg har været hos Sats i lang tid, og jeg var tilfreds med  deres kundeservice i starten. Indtil jeg en dag tjekker min bankkonto, hvor jeg ser, at de har trukket mere, end hvad de plejer. Jeg ringer derfor til kundeservice, hvor de fortæller mig, at jeg ifølge deres system skulle have købt en Nocco (limited edition) energi drik og en chokoladebar i deres center. Jeg fortæller dem, at jeg gerne vil se en kvittering, hvilket de mærkeligt nok ikke har adgang til??? KÆMPE FUPJeg beder dem om, at undersøge sagen nærmere og overfører det de skylder mig, men får kun modstand og umulig kunderservice.Jeg fik senere hjælp af Københavns Retshjælp, hvor de endnu ikke vil være behjælpelige..!!!En meget stor sur smiley herfra. Kan ikke anbefales.",Trustpilot
SATS,Caroline Bøgelund,5,Vanvittig god service i SATS chatten. Emil gav mig den bedste service og præcis den hjælp jeg skulle bruge og mere til. Ros til ham :),Trustpilot
SATS,Tony Asir,1,"Hej ,selvom alle medlemskab sat i bero på grund af Covid 19.men Sats bliver ved med at sende opkrævning og det er anden gange, jeg har lige betalt opkrævning desværre for jeg vil ikke have noget ballade med jer. men skal nok skrive en klage til det ret vedkommende og til andre folk som de skal holde sig langt væk fra SATS som snyder deres  medlemmer....",Trustpilot
SATS,Claus Bay Jensen,1,"Hej Sats.Jeg skrev her i TrustPilot, om at jeg ikke kunne melde mig ud på hjemmesiden, da jeg ikke kunne logge ind.Herefter skrev jeg til medlemsservise, som i bad mig om. Her fik jeg et autosvar, om at jeg kunne sætte mit medlemskab i bero. Det er jo ikke det jeg vil, jeg vil meldes ud, og det er jo åbenbart fuldstændigt umuligt, at få en bekræftelse på dette. Jeg kan heller ikke chatte med jer, som i også skrev var en mulighed. Jeg forstår udmærket at i har en meget dårlig score på TrustPilot.Med venlig hilsenClaus",Trustpilot
SATS,Daniel Sørensen,1,"Jeg har fået en inkasso sag fra SATS gennem Intrum. Jeg har intet hørt fra SATS vedrørende manglende betaling. De lader mit medlemskab løbe i 3 måneder for derefter at sende sagen til Intrum, der truer med en retssag. Jeg har på intet tidspunkt i den periode brugt SATS (man kan vel hellere ikke komme igennem deres ""sluser"" uden et forudbetalt medlemskab). Derudover gjorde jeg mit for at sige mit medlemskab op i lock-down perioden. De havde blokeret for at opsige via ens profil side. Nu er det her snart et år siden, men jeg mener bestemt at huske, at en opsigelse blev sendt via formular på deres hjemmeside som de åbenbart ikke har fået. Ville have sendt en email, men en email adresse var svær at finde på deres side dengang. Forsøgte også at ringe, men efter lange køtider opgav jeg. Det er ikke i orden at ""stjæle"" penge fra folk på den måde. I min kommunikation med SATS indtil videre har jeg fanget dem i at fortælle usandheder. De har på ingen måde en ordentlig kunde behandling.",Trustpilot
SATS,Caroline,1,"Har modtaget en opkrævning fra SATS igennem Intrum på 1.398kr på trods af jeg meldte mig ud for et år siden, fordi “vi forgæves har sendt rykkere til mig, og jeg ikke har gjort indsigelse mod kravet”. Det er dog meget mærkeligt, da jeg aldrig har modtaget noget hverken på mail, telefon, e-boks eller i postkassen, og jeg i øvrigt ikke har været aktiv i fitness. Det er i øvrigt heller ikke lovligt at opkræve inkasso gebyr, når man ikke er blevet kontaktet forinden af virksomheden.",Trustpilot
SATS,Idamarie,1,"Bliver trukket fuld beløb af medlemskab d. 4 januar, selvom mit medlemsskab er sat i bero. Ringer til kundeservice, da jeg ikke får nogle informationer om hvorfor de har trukket beløbet og de siger at de først kan give mig mine penge tilbage når de ved hvornår de åbner op igen. Tænker umiddelbart at pengene slet ikke skulle være blevet trukket i første omgang, når de ikke kan udøve deres service.",Trustpilot
SATS,Steffen Lind,1,Jeg oplever samme inkassoproblemer som andre anmeldere. SATS endte med at give mig penge tilbage i maj for de lukkede centre efter jeg meldte mig. Og nu kommer der så en inkasso-skrivelse ud af det blå et halvt år senere. Jeg har heller ikke modtaget rykkere inden.,Trustpilot
SATS,Kasper,1,"Jeg har fået et brev fra Intrum om at Sats har sendt en regning til inkasso, for juli 2020, hvor jeg slet ikke var medlem. Jeg opsagde mit medlemskab ved Sats juni 2020, hvor de grundet covid-19 ikke havde nogen opsigelsesvarsel. Alligevel sender de en regning til inkasso, en regning jeg aldrig i første omgang har fået, endvidere i en periode jeg slet ikke var medlem hos Sats. Det er det værste svindlerfirma jeg længe har oplevet, og jeg sætter aldrig mit ben i et af deres centre igen.",Trustpilot
SATS,Kieu Bui,1,"Opdatering: Jeg har valgt at gå videre med det i retten efter advokatvejledning. Jeg nægter at blive afpresset til at betale for et medlemskab som jeg er udmeld af. Husk at SATS bruger RKI for at skræmme jer til at betale. Tjek op på jeres bindingsperiode. Hvis I ikke har en bindingsperiode og mener I har opsagt jeres medlemskab, skal sats stadig bevise I skylder dem penge og siden de har haft så mange tekniske fejl og samtidig ikke har styr på lov og regler, tegner det sig ikke godt for dem. Jeg kan se jeg står præcis i samme situation som mange af jer med RKI. Jeg har ikke været medlem af Sats.com siden august og de vil have jeg skal betale for sep-nov. Jeg har ikke længere kvitteringen for udmeldelsen fordi man stoler på at medarbejderen har gjort sit job. På min sats profil står det som inaktiv august. Ifølge loven SKAL sats kontakte sine medlemmer og gøre dem opmærksom på ""manglende"" betaling, så kunden har 10 dage til at reagere på det. I skal blive ved med at kontakte inkasso virksomheden og sats om I er uenige i opkrævningen så I har det på skrift. Bliv ved!! Jeg kan ikke få lov til at indsæt link så google det: forbrugerombudsmanden. dk /hvad-gaelder/ ofte-stillede-spoergsmaal/rykkere-og-inkasso",Trustpilot
SATS,Imran Khan,1,De har påkrævet medlemsgebyr selvom jeg har taget kontakt til dem flere gange om at sætte mit medlemskab i bero pga. Uden og gøre noget har de sendt regningen videre til inkasso.,Trustpilot
SATS,Aske Munk,1,"Det værste lo*rt til dato. Jeg fik 2 måneder gratis i en kampagne de kørte men efter jeg var blevet tilmeldt så havde deres system ikke registreret dette, hvilket så ender ud i at jeg skal betale for de 2 måneder alligevel. Jeg går så ud fra at de trækker pengene eller jeg får en regning via mail eller i postkassen men NEJ. Jeg høre ingenting fra dem og ligepludselig så får JEG KRAFTEDME ET BREV FRA RKI!!!! De valgte simpelthen at sende mig i RKI uden at sende NOGEN REGNINGER INDEN!??? altså hvad fu*k i helv*ede er meningen, nu skal jeg betale 1060kr i stedet for de 430kr som de blot skulle sende en regning med. et godt råd - ALDRIG BENYT DETTE FUSKER FIRMA - man kan fand*me heller ikke komme i kontakt med dem???? hvad fan*den sker der??",Trustpilot
SATS,allan,3,"Er røget til inkasso pga en 'gæld' hos SATS. Har betalt kontant frem til midt maj, dvs intet abonnement, og nu truer de med inkasso?! De vender ikke tilbage på mail, de tager ikke telefonen (40 minutters ventetid inden jeg gav op), og f*ndeme om så ikke de sender en sms, men heller ikke der hører man mere fra dem når man svarer tilbage på sms'en...For at det ikke skal være løgn skylder de mig stadig produkter svarende til de 6 ugers træning jeg mistede da corona ramte, det tilbød de også over sms..Gigantisk svindlerfirma. Det er selvfølgelig ikke rart at være tæt på konkurs pga corona, men at opfinde regninger til tidligere kunder er ikke noget der får mig til nogensinde at træne der igen!!Opdateret 4 januar 2021: Det viser sig at SATS bare fra en start skulle have ansat 'Mette', om det er hendes rigtige navn ved jeg ikke - men hun får orden i tingene. Hun står for det modsatte af et firma der sender smsbeskeder ud, uden at svare tilbage osv, alt fikset på 5-6 arbejdsdage, selvom jeg godt kan foestille mig hun har nok at se til med den shitstorm SATS nyder lige nu. Tak til den seriøse servicemedarbejder.",Trustpilot
SATS,Lars Stück,1,"Har været medlem i over et ½ år før jeg fandt ud af at jeg faktisk ikke var blevet slettet som medlem, selv om jeg har udtrykt på skrift at jeg ønskede at blive slettet som medlem.Og nu forsøger de så at pudse en inkasso på mig.Jeg har reageret ved at give dem til mandag D. 28 December til at trække sagen tilbage og slette den påståede gæld de mener jeg har hos dem.Ellers går jeg rettens vej, og de kan kun tabe og dermed skal de jo også betale sagsomkostninger og tro mig, jeg skal nok finde en mega dyr advokat !",Trustpilot
SATS,Carsten Sørensen,1,"Hold jeg væk fra det her fup firma. Jeg har ligesom flere modtaget inkasso krav til betaling i dec måned trods jeg ikke har været medlem siden maj måned! Kort historie:Jeg melder mig ud i maj måned, da jeg grundet Corona m.m. Ikke kan bruge centeret (hører dog intet fra dem) får først en mail fra dem slut juni om at mit medlemskab er ophørt. Altså flere måned efter, jeg opsagde mit medlemskab.Fra august til december hører jeg intet fra dem 16 December får jeg en inkasso opkrævning for medlemskab for juli og august måned. Jeg har dog hverken modtaget nogle regninger for de pågældende måneder, ingen rykker skrivelser eller advarsel om at regningerne ville ryge til inkasso. Samtidig forlanger de at regninger skal være betalt inden 28 december.Så godt råd herfra HOLD jeg langt væk fra SATS, det er ikke første gang jeg kæmper med dem. Tidligere har det været fordi det månedlige medlemskab trods fast pris ændre sig og bliver dyre.",Trustpilot
SATS,Lene,1,"Blev i marts måned opereret i nakken, ville sætte mit medlemsskab i bero, men pga nedlukning i centrene kunne dette ikke lade sig gøre før de igen åbnede. Valgte derfor at melde mig ud.Nu har jeg dd modtaget et inkassokrav som skal betales senest 23/12?!Jeg har INGEN rykker modtaget.Har ikke trænet i centret ej heller været klar over at min udmelding ikke var registreret, man kan jo næsten tro på alle de andre rasende kunder at de gør det her bevidst.Det er bare på ingen måder ok.Meld dig ikke ind du får aldrig lov at slippe ud af dit medlemsskab igen.",Trustpilot
SATS,Julie Bülow ,3,"Rettelse til nedenstående: Jeg VAR rasende. Men det viste sig at være en træls IT-fejl, som en meget hjælpsom SATS-medarbejder hjalp mig med at finde hoved og hale i. Inkassogebyr osv. er nu fjernet, og jeg kan med god ro i maven betale hvad jeg ikke anede at jeg skyldte. Anyways, Tak for hjælpen, Mark fra sats! Oprindeligt: Efter at have meldt mig ud for flere måneder siden har jeg nu - som mange andre kan jeg se - modtaget inkassobrev uden forudgående varsel fra sats. Med betalingsfrist midt i juleferien, som med al sandsynlighed bliver et kæmpe projekt at styr på inden alting lukker og jeg ifølge brevet vil blive hevet i retten for manglende betaling. Jeg er mildt sagt rasende og dybt indigneret, da jeg hverken har set skyggen af rykkerbreve og heller ikke kan forstå hvad jeg skal betale for, når jeg ikke længere er medlem, og i øvrigt havde medlemskab i betalingsbero under coronanedlukning (meldte mig ind i marts lige inden nedlukning). Nå men jeg er altså ikke tilfreds ex-kunde!",Trustpilot
SATS,Laila,1,"Jeg har tilmeldt mig betaling service, men der er åbenbart sket en fejl med betalingsaftalen. I stedet for at gøre mig opmærksom på dette, modtager jeg i dag et brev fra inkasso. Jeg kan så forstå på mange, at de har oplevet det samme. Jeg kan forstå på inkassofirmaet, at det er en fejl fra SATS side af, som de godt er klar over. Eftersom at jeg får at vide, at alle sager fra SATS er sat i bero grundet fejl, og at vi vil høre fra SATS. Jamen hvis SATS i forvejen er klar over dette, hvorfor har de så ikke kontaktet os endnu? er det fordi, de håber på, vi bare betaler for ikke at risikerer at komme i RKI?",Trustpilot
SATS,Charity Tembo,1,Pas på - De sender dig til inkasso uden varsel og rykkere. Oplevede at få et brev fra Inkasso med et gebyr på 600 kr. fordi der var sket en fejl med min betalingsservice.Har set at andre medlemmer fra Sats i Sydhavnen har oplevet samme behandling. Ved ikke om det er det center den er galt med eller om det helt generelt er sådan Sats behandler deres medlemmer.Vildt at se så dårlig behandling fra så stort et center i DK.,Trustpilot
SATS,Jens K Jensen,1,"Min nu 16 årige søn har haft medlemskab i Sats. Han kan ikke selv på sin medlemsside se opkrævninger eller betalinger. Som betaler kan jeg alene se foretagne betalinger, før marts hvor mit Visa kort automatisk blev fornyet. Afviste betalinger har ikke medført en eneste  rykker fra Sats. Knægten har iøvrigt senere opsagt sit medlemskab, hvorfor jeg ikke har undret mig over at der ikke trækkes penge. Derfor er det selvsagt uacceptabelt at vi nu modtager Incasso på 2.072,23 kr incl incassosalær og gebyr på 975 kr. Om igen Sats.",Trustpilot
SATS,Write Likehell,1,Spar pengene og træn et andet sted hen. Umuligt at få plads på deres hold og så kan man blive flyttet til ventelisten ved en teknisk fejl.,Trustpilot
SATS,Emilie H,4,"Sødt personale, mange gode og forskellige hold, lækre omklædningsrum og mulighed for alsidig træning. Det er lidt dyrere end konkurrenter, men jeg synes, at man får hvad man betaler for :-)",Trustpilot
SATS,Thomas Dencker,4,"Fremragende fitness center!! Der er mange menneske på engang, hvilket nogle gange kan være et problem.",Trustpilot
SATS,glad kunde,2,"Har i mange år været glad for at træne i sats, men synes der er gået for meget hold-race i den! Folk står og fumler med mobilen under holdtræning, for at booke hold 4 uger frem. Der er ingen begrænsning på hvor mange hold man kan booke, hvilket gør at folk bare booker løs for en sikkerheds skyld. Det resulterer i at det oftest er de samme medlemmer der kommer på. Sådan er det i hvert fald på det hold jeg går på..eller prøver at komme på bare en gang i mellem.. tænker bare at det kunne være rart med nogle regler om antal bookede hold ad gangen i den her tid, så vi alle kan komme til træning ind i mellem.",Trustpilot
SATS,Nick T. Madsen,1,"Har udmeldt min søn tilbage i august, får regning for september, dette i overensstemmelse med vilkår, vi får rettet i centeret og skrevet under igen i september.regninger bliver ved med at komme centeret i rødovre kan se at jeg er udmeldt i august og der er sket ændringer, men at jeg desværre bliver nødt til at ringe til et hovednummer, fair nok det gør jeg.Personen på hovednummer holder fast i at det han kan se er anderledes end i centeret, han overvejer ikke at ringe centeret men holder fast i at oktober skal betales på trods af udmelding i august.Det er påfaldende at man her kan læse tilsvarende historier, hvor er udmeldelses historiken? Personen i røret hvar på ingen måde løsningsorienteret og i hvise vendniger direkte nedladende.Det skal siges at centeret i rødovre har været utroligt flinke og problemløsende.",Trustpilot
SATS,Susie Corneliussen,2,"Vallensbæk.    :For dårligt  i disse tider , at der ikke er extra hold i zumba. I forvejen er der sløjfet yoga og pilates. Nu skal man give 500kr for at kunne reservere et hold i fire uger. Der er osse altid beskidt på maskiner , selv efter man påtaler det. Tv- Skærme der engang duede  , er der intet gjort ved. Hvad Sats ‘er man på",Trustpilot
SATS,Helle Larsen,5,"Jeg startede i Sats for 2 mdr. siden.Jeg har fået de 2 mdr. helt gratis og trænet yoga x 3 om ugen.  Jeg har kun været i Glostrup, men pga. corona situationen har jeg fået lov at træne i alle centre ganske gratis, da det nu kan være svært at få plads pga. 10 personers reglen.  Nu starter min betalings periode og med ældre sagen får jeg 25 % rabat.  Jeg har ikke på noget tidspunkt været utilfreds eller i tvivl om at dette er det perfekte sted for mig og alle har taget så godt imod. Alt personalet er fantastiske søde og hjælpsomme og har fuldt ud tjek på tingene.  Yoga undervisningen er kompetent og lærerig, virkelig tilfredsstillende. Der er både hold morgen og aften. Dejligt studie og gode forhold, rent og hyggeligt. Fint bad og skøn sauna. Mange gode fordele og altid god plads. Ønsker for fremtiden ; flere yoga og gerne pilates hold og mere varme i salen. ",Trustpilot
SATS,Maria,2,"Dårlig rengøring, for mange mennesker og ingen følger op på, at folk ikke spritter af. Overvejer at melde mig ud.",Trustpilot
SATS,Ida Marie Scheel klokholm,1,"Været medlem af sats siden juli og desværre ikke haft den bedste oplevelse med dem. Har for 2 måneder siden snakket med personalet samt ringet til kundeservice for at skifte over til billigere abonnement, men nu står man 2 mdr efter og intet er endnu sket og man bliver stadigvæk opkrævet 150 kr, mere om måneden. Har d.d. haft ringet til kundeservice igen hvor de nu kan informere at der går 2 måned før en ændring træder i kræft, men dette har jeg på intet tidspunkt fået afvide!! Har afmeldt mig Sats d.d. og slettet dem fra betalingsservice, gider ikke betale/træne der mere. Øv!",Trustpilot
SATS,Jesper,2,"Sats GlostrupGenerelt er det ikke rengøringen de går mest op i, desuden er der STOR forskel på mændenes og kvinders omklædning. Mændenes er direkte ulækkert! Og når I så vælger at skifte sæbedispensere uden at teste om de virker, ja så er der ingen hygiejne overhovedet. Receptionisten sagde blot at hun var kvindelig er derved ikke kunne gøre noget, så intet sæbe at vaske sig i efter træning. Fest i disse coronatider!Eneste fordel ved dette center er at der er sauna",Trustpilot
SATS,Mette Friis,5,"Sats er uden tvivl Danmarks bedste kæde af træningscentre, og centeret i Roskilde har den fedeste dynamik , medlemmer og ansatte , det er en helhed og atmosfære man craver at være en del af når man undvære det lidt for længe . Så man kommer altid afsted minimum en gang om ugen . Og det føles så godt",Trustpilot
SATS,Frederik,1,"Fik aldrig chancen for, at skrive min oplevelse omkring sats så here it comes.Jeg havde trænet i et stykke tid jeg valgte så, at ville melde mig ud da jeg flyttede langt væk.Ringede så til kundeservice og fortalte at jeg gerne ville meldes ud hvor hun fortalte, at det ikke kunde lade sig gøre uden jeg kom op personligt i træningscenteret. så de fortsatte med at trække penge selvom jeg fortalte hende, at det ikke kunne lade sig gøre.Udover det da corona startede og fitness centrene lukkede var de da ikke sky for at blive ved med at trække penge selvom man ikke havde adgang til centeret men istedet fik en online kursus hold nu op og giv mig mine penge tilbage. (Endte med jeg måtte spærre mit kort for at få dem til at stoppe med at trække)",Trustpilot
SATS,Camilla Boesen,5,"Jeg har været medlem af Sats (og tidligere fitnessdk) i mange år, og jeg elsker det. Jeg er især stor fan af udbuddet af LesMills hold og centret på Amager strand - der er altid en god og familiær stemning. Uanset hvilket center er det altid gode, rare og kompetente instruktører :-)",Trustpilot
SATS,Khaled Salman Shniter,1,"Jeg meldte mig ind i troen om at faciliteter er bedre end i FW. Min største fejl var, at jeg ikke tog en prøvetime før jeg indmeldte mig. Min oplevelse i det lokale center i Vallensbæk.- møgbeskidt over alt i centeret- maskinerne er af ældre årgang - omklædningsfaciliteter for herre er under al kritik. Gammelt, nedslidt og ulækkert.Jeg glæder mig til der er gået 6 mdr således jeg kan vende tilbage til FW",Trustpilot
SATS,Claus Hansen,1,"Ringe kundeservice og faciliteterDårligt Center i Sydhavnen, beskidt og rodet.De har meldt mig til inkasso, trods jeg har betalt. Jeg går videre med sagen til advokat.",Trustpilot
