ID,text,rating,enterprise,Not Determined,Staff,Equipment,Hygiene,Location
14,"Nice price and the teams are good.... Changing in several centers is bad and the cupboards are broken up, so you need to tighten up a little.",3.0,PureGym,0.0,,,,
21,I started my membership in October and halfway into the month I choose to quit my membership because I quit school in early November but then I see that I wasn't out of business so I had to pay for November but then I quit today (1/11) also I see that my membership doesn't stop until 31/12 so I have to pay for 2 months I can't train,1.0,PureGym,-1.0,-1.0,,,
22,Good instructor and good local social network,4.0,PureGym,1.0,1.0,,,
23,"Good training program, good and committed trainer!",4.0,PureGym,1.0,1.0,,,
4,"Has trained for many years here and Bornholmsvej, has just come from the Factory and good staff but has always been to you here as machines are the coolest and straight to, and everything is as I left the 20 number",5.0,PureGym,1.0,1.0,1.0,,
16,Got the worst treatment in Hobro after center manager has changed in my membership. My card didn't work that goes 14 days but fatigue text from center manager and staff before the card works again..the center is dirty and several machines are broken. Can't recommend the Hobro center. But Gug is super fine.,1.0,PureGym,-1.0,-1.0,-1.0,-1.0,
24,Feels welcome to me.Worth it's a small center.,5.0,PureGym,1.0,,,,
25,Good facilities and in general a good place to train,5.0,PureGym,1.0,,1.0,,
26,"Very clean fitness centre, very friendly staff",5.0,PureGym,1.0,1.0,,1.0,
27,"Very pleasant air quality in Viborgvej in Århus. Ask both operation and online to puregym centrally. But there is no improvement, and they just owe it to that they don't own the building themselves, and that building owners don't allow ventilation. There has been really bad air for a month now, and it's simply too bad for a fitness centre. The air quality means a lot when you're on treadmills. Here is a need for a quick solution, because it's really hard to go to ttraining in the indoor climate.Edited after reply:Center management, employees and puregym are already centrally contacted several times during October. Lots of excuses, or we send it forward, without results. So I'm not very optimistic when the answer here is once again we send it forward.",1.0,PureGym,-1.0,,,,
28,Good Teacher,4.0,PureGym,1.0,1.0,,,
29,Clean rooms and very friendly/ helpful staff!,4.0,PureGym,1.0,1.0,,1.0,
30,"Unfortunately, this morning I have had a rather bad experience of your customer service at Jens Baggesensvej in Aarhus. I train in the morning and arrive at the center at 7 pm where I find out that I have unfortunately forgotten my card. No problem I think, because I know that there are always staff who clean up and fill up goods, etc., who must be able to help poor me. A personal trainer is behind the box and accepts my message and goes down to the staff who are cleaning downstairs. Two minutes later comeshe back and announces that they can't help when they first serve customers from 8:00 so I could just wait an hour. I thought that was a lousy experience and I'm going to resign from the center because of it.",2.0,PureGym,,-1.0,,,
15,"Great to get going! Sometimes it can be difficult with the motivation, but then it's good to have a training taster who can keep you going.",4.0,PureGym,1.0,1.0,,,
31,good training center you are really fresh after exercising,4.0,PureGym,1.0,,,,1.0
32,"I ask what the possibilities are and they automatically block it. Ask them not to block it and they say it cannot be changed. Contact a new person who will lecture me on whether they have informed me about the matter. Even though she finds out that I didn't say they should do it. Will or can she do nothing when the action is done. Super disappointed by the greed of Puregym, slave there isn't another center close... deaf",2.0,PureGym,-1.0,-1.0,,,
33,"OK place to train but isn't impressed with the service. For example, I really like that there are offers for coffee in most centers. But time and again I get annoyed that there isn't a chance to cook some water for coffee and there aren't any staff available when you call them in their opening hours. Then they're always at ""meetings."" That's enough for me to think about signing up from! Hope it gets to the right person, so it becomes a constructive input instead ofAnd the complaint isn't about the hospitality of the staff when you meet them!",2.0,PureGym,0.0,-1.0,,,
34,"Many of the cardio machines in the two centres I come in are not maintained properly. They continuously swing in how much resistance there is, even if you do not change the level of difficulty and they squeak violently. In addition, I regret to say that you should clean up more thoroughly and do it more often.",2.0,PureGym,-1.0,,-1.0,-1.0,
35,Best PureGym I've been to was at Grønløkkevej,5.0,PureGym,1.0,,,,
36,Nice center good atmosphere fine changing,5.0,PureGym,1.0,,,,
37,The best machines in the city and the sweetest staff,5.0,PureGym,1.0,1.0,1.0,,
2,Nice welcoming staff who always manage to keep the center clean...Good usable machines and well with space...What can be annoying is that telephone almost fills more than the training...Too many users sit immersed in their phone while using the machines...Train when exercising.,4.0,PureGym,0.0,1.0,1.0,1.0,
38,Very fond of team training. Gets the whole body trained. Good instructors and good atmosphere. Space for everyone.,5.0,PureGym,1.0,1.0,,,
39,Why can't I get in?,1.0,PureGym,-1.0,,,,
40,There's everything I need for my training and well-being.,5.0,PureGym,1.0,,,,
41,"There are good machines, however, which are often moved around. Pretty good dressing conditions and cupboards where hangers are often missing.",3.0,PureGym,,,0.0,0.0,
42,"Good fitness centre with the necessary training machines and equipment, few shortcomings in training machines",4.0,PureGym,0.0,,0.0,,
5,"Excellent center with good connection between price and experience. Value for money. It's ok and the staff is nice. The staff often cleans. You can buy many kinds of protein bars, drinks etc in the machines. There are an ok number of machines, weights etc. The mood in the center is good.",4.0,PureGym,1.0,1.0,1.0,1.0,
43,Feels very motivated after I have received a personal trainer.,5.0,PureGym,1.0,1.0,,,
44,"Really cool place, friendly staff, good team.",5.0,PureGym,,1.0,,,1.0
45,Training centre with many machines and many options.,4.0,PureGym,1.0,,1.0,,
46,Cozy safe place as well as mega sweet smiling staff,5.0,PureGym,1.0,1.0,,,
47,Mobility team and senior team fit well when you don't belong to the young moreThe timing of the teams is also really fine,5.0,PureGym,1.0,,,,
9,There are some fantastic great instructors who inspire and help create a positive atmosphere. You always feel welcome on the different teams. All I miss is that more teams are being set up and preferably with different content. There are now well filled with participants on the current teams.,5.0,PureGym,1.0,1.0,,,
48,"Boxing training is very good, but the number of hours is too little.",4.0,PureGym,0.0,,,,
49,"Not the best place to train, too many in a gym.",3.0,PureGym,-1.0,,,,
50,Good atmosphere and good staff.,5.0,PureGym,1.0,1.0,,,
51,"Nice clean, sweet staff and good atmosphere",5.0,PureGym,1.0,1.0,,1.0,
52,"Super good center (Slitter Rivej in Viborg • former FitnessWorld), welcoming staff, good indoor climate and a wide range of machines and tools. Only minus is that there are no teams...",5.0,PureGym,0.0,0.0,1.0,1.0,1.0
53,"Good centre, good atmosphere and good employees",5.0,PureGym,1.0,1.0,,,
54,"I have been trying today to train in PureGym Vejlevej, Fredericia. My card has been jammed due to a situation that happened 3 days ago. I could understand on the manager who was working today (26/10/23 at 13.30) that the head office has decided to ban me for 2 years for threats which is a lie. Furthermore, the manager said that there is no sound on the surveillance but that I have threatened one of the members The right version is that I was pushed and threatened by a member who is clearly on steroids in PureGym. He was igWhen I confronted him with the rules he went crazy over not having to use both machines at the same time. He pushed me away and threatened me violently. The police came and interrogated us both. The police closed the case (three days ago 23/10/23 and didn't want to look at the surveillance and estimated that there were no threats or the like. But according to this manager, the head office has made a completely different decision.I spoke to the police today and made a review on the member who pushed me and threatened me which clearly can be seen on the surveillance. The manager says she has seen the video and doesn't think I'm being pushed to, but we still want to have access to the video material. Therefore, I've talked to my lawyer and we've chosen to run a case on this because of PureGym's decision. The manager said the head office has banned me for threats and because I've taken a picture of the member who has attacked me physically andOn that basis, we are running a case and would like to request that the head office contact me as your contact service is the pure jungle.",1.0,PureGym,-1.0,-1.0,,,
55,"I'm not a member, I was about to sign up today at Rud Langgårdsvej, but the girl at the reception said that your boxing pillow has fallen. When it's up again, I'll sign in. Nice website/app you have.",5.0,PureGym,-1.0,,,,-1.0
56,Nice place to train with nice staff. You feel socially well with others who train.,4.0,PureGym,1.0,1.0,,,
19,"It is a good place to train, here comes people of all age groups - the service is top and the same goes for machines, weights etc. and fine cleaning has been done.",5.0,PureGym,1.0,1.0,1.0,1.0,
57,Nice staff and good conditions and very social if you want to,5.0,PureGym,1.0,1.0,,,
58,The centre in Vanløse is under pressure. The indoor climate is bad and too hot,3.0,PureGym,-1.0,,,-1.0,
8,"I trained 4-6 times a week for several years as there's always a center nearby - super easy So there's no excuse not to squeeze a quick workout into a busy everyday life, and still stick to a healthy and active lifestyle.Generally a friendly staff, wide range of machines, as well as fun and efficient teams",5.0,PureGym,1.0,1.0,1.0,,1.0
59,"Excellent gym with practically what to use. Totally worn down center however, and equipped also worn with shortcomings. There is room for improvement.",4.0,PureGym,0.0,,-1.0,,
20,"floors in the men's bathrooms are smooth so you have to walk very carefully, so some of the machines intrude when they break up all the time",4.0,PureGym,-1.0,,-1.0,,
60,Always a Trustworthy Center,5.0,PureGym,1.0,,,,
61,Good teams and good trainers.Gives sweat on the body and sore muscles.It is a good training environment at the center.,5.0,PureGym,1.0,1.0,,,
13,"New dumbbells are nice. The center always has a good tone and a welcoming staff. The bathroom and men's changing can easily withstand a refreshment. Currently, the men's bath has been rebuilt - though I find it highly questionable that there is no progress in the renovation at all!! The bath has been closed since the 20th and there is just scratched in a hole in the floor.",4.0,PureGym,0.0,1.0,1.0,-1.0,
62,"Nice centre to train in, always smiling and helpful staff.Passioned instructors on team training. Nice training environment to travel in.",5.0,PureGym,1.0,1.0,,,
63,So easy with parking - good instructors and accommodating throughout the center.,4.0,PureGym,1.0,1.0,,,
64,"Go mood, friendly staff, and cleaning tiptop",5.0,PureGym,1.0,1.0,,1.0,
65,"Cute staff. Nice and clean. Good team training. However, a little small due to a lot of people registering this time of year.",4.0,PureGym,1.0,1.0,1.0,1.0,
66,"Missing a real bench for bench press and repair of curl machine on top, but besides there is a good training atmosphere and good employees who are accommodating, but it takes too long for the machines to be fixed",3.0,PureGym,0.0,1.0,-1.0,,
67,Nice large centre with many machines. Staff are nice. There are good parking options.,5.0,PureGym,1.0,1.0,1.0,,
68,Good director.,5.0,PureGym,,1.0,,,
69,"Good director, good mood, clean and neat.",5.0,PureGym,1.0,1.0,,1.0,
70,"Once again, PureGym proves to me how little their members mean. I meet in this morning to train.. There are two women in the bike room who have really loud music, I go in and nicely ask if they won't turn down, where one of them breaks out that it's only for an hour and that they should be allowed to be here, I explain that the same thing applies to me and she just keeps repeating herself, so I'll just go out again. Later I get an email with a warning because of my inappropriate advocacy and then find out that it's aOne of the two women was an instructor. I am not given the opportunity to defend myself and tell my side and try to send a complaint to member service, but are also rejected and get a short answer that they maintain the warning. It is pure principle for me and it is so unfair that I have been a member for 10 years + and always behaved properly. To be treated like this after all the time that faithful member is completely too bad.Update: I have sent an email but have not received an answer yet.",1.0,PureGym,-1.0,-1.0,,,
71,Cosy center and talented instructors.Bike instructors are always well prepared.,5.0,PureGym,1.0,1.0,,,
72,"It's a nice place to come, and there's the training equipment you need.",5.0,PureGym,1.0,,1.0,,
73,"Skilled instructors, clean and well maintained center, welcoming staff and a good price The bridge is really a great place, with a skilled leader.",4.0,PureGym,1.0,1.0,1.0,1.0,
74,Good training - but equipment a little worn out.,4.0,PureGym,1.0,,-1.0,,
75,"One of the best centres I've visited, it's big, tidy, clean, and there's the tools that need to be.",5.0,PureGym,1.0,,1.0,1.0,
76,Good and clean training rooms and bath conditions,4.0,PureGym,,,,1.0,
77,Always high standard with cleaning and staff with accommodating,5.0,PureGym,1.0,1.0,,1.0,
78,Good reception at reception and easy to get started again,5.0,PureGym,1.0,1.0,,,
79,"Nice center with good director. However, is really sorry that senior training is so late Friday. 9:00 or 10:00 would be better. But we seniors often come in the last row.",5.0,PureGym,0.0,1.0,,,
80,The age limit is too low and too many rogue members,2.0,PureGym,-1.0,,,,
81,Super atmosphere,5.0,PureGym,1.0,,,,
82,Always welcoming staff There are the machines and equipment I need for my training,5.0,PureGym,1.0,1.0,1.0,,
83,"Clean and neat, nice rooms and nice that Puregym has staffing also in outer times",5.0,PureGym,,1.0,,1.0,
84,I have been a member for several years and am extremely pleased with their centers.Good amount of equipment in good condition and friendly staff.,5.0,PureGym,1.0,1.0,1.0,,
85,The company lacks innovation - and here I think that changing the name to Pure Gym cannot do it. Recent bad experience: yoga team I was on was so badly heated that I freeze even though I was wearing a long sleeved shirt. Is it supposed to completely abolish the Hot-Yoga teams and instead introduce Frys-Yoga?,2.0,PureGym,-1.0,-1.0,-1.0,,
12,"We train in PureGym at Christianshavn. It is a nice centre with a high ceiling - many opportunities for versatile training and you feel comfortable among the other guests in the center. There is almost always room to train - there is clean and nice and there is a friendly staff. However, there is very little area in the center for extension and self-training.",5.0,PureGym,1.0,1.0,,1.0,1.0
86,Fitness at Skalbakken in Vanløse Is a small super cozy gym where coffee and chat are drunk. Some new lines have been painted on the walls but the bathroom doors are still very worn out and ugly. New machines are really needed. They are very worn out. PureGym So a little investment needs to be made before it gets quite good.,3.0,PureGym,0.0,,-1.0,-1.0,1.0
87,The center usually works well but within the last 3 weeks there have been errors on several machines - including leg pressure,3.0,PureGym,0.0,,-1.0,,
88,Snuffy.Peanut and too expensive gradually. Pyregym name and a little paint do not correct it.,2.0,PureGym,-1.0,,,,
89,"Too much noise/ loud music from the team room Too little space, you sit/stand too close",2.0,PureGym,-1.0,,,,-1.0
90,"Moving on just moves past the boyfriend moving cardsIt's impossible to be allowed to pay sign up for us payment service but emails with reminders are still coming, we can't call you and you don't cooperate.A shame you have more focus on your UK owner into us users.",2.0,PureGym,-1.0,-1.0,,,
91,Generated that it was a good training today,4.0,PureGym,1.0,,,,
92,"Poor customer service fat physical attendance, even worse customer service online",1.0,PureGym,-1.0,-1.0,,,
93,Trains mostly on teams in the center. There's always a good mood and plenty of Swede on the forehead after team training. So it's just as it should be,5.0,PureGym,1.0,,,,
94,Good gym. With welcoming staff. OK space and training equipment. There's always coffee ;),5.0,PureGym,1.0,1.0,1.0,,
95,"Unfortunately, there are many machines that don't work, it's annoying and doesn't bother to come so often.",3.0,PureGym,-1.0,,-1.0,,
96,"Although atmosphere, helpful and turning staff. Many team options and nice atmosphere and indoor climate",5.0,PureGym,1.0,1.0,,,
97,Nice to come Puregym always smile staff and helpful,5.0,PureGym,1.0,1.0,,,
18,"Another good training in PreGym completed. I have trained for many years in this center. I have done that because this center has a very good atmosphere, welcoming staff where you always feel welcome. But most importantly of all lots of space, equipment and machines.",5.0,PureGym,1.0,1.0,1.0,,
17,My end at V Bro Kh is well designed and staff are welcoming. Good advice for the chain: Rate much more on +50 year old customers. One study after another document that strength training is the main pillar to maintain a moving and healthy body.The rate could be open offers at special quiet times.,4.0,PureGym,1.0,1.0,1.0,,
98,"I am generally happy with SATS, especially after having better opening hours. Sweet employees and usually good atmosphere on the ""floor."" However, there are some things that could be improved, including faster repair times of defective machines.. 2-3 weeks is not okay, but unfortunately often a reality. Moreover, you rarely see receptionists more, as these have apparently been given other tasks, such as cleaning and cleaning up. I also have several times seen people go directly into my regular centre without checkingin, so I suspect unfortunately also cheating due to it often missing reception staff. On the wish list is a SATS center in Hillerød:-) Otherwise I am perfectly satisfied with the 2 centers (BLOX and ABC) that I use primarily",4.0,SATS,1.0,0.0,-1.0,,-1.0
99,"I had my first training in SATS valby about 10 years ago, the equipment is today almost the same as it was then, i.e. it's all quite worn out, especially the cable racks.The sauna is also downgraded with quality over time, and there's generally humid and there's smells, people are some pigs and it's not SATS to blame that there's sniffing, chewing gum and other snaps on the floor but is cleaning in there every day?You might doubt that.The running machines are really good, but it's also a good thing.I don't think it's worth the money, it would have been cheaper, like half the price, so I might have kept my subscription.",3.0,SATS,0.0,,0.0,-1.0,
109,"Dear SofieI have approached staff repeatedly and to div. Center managers over time.They tell that they report it to the management, but they get the same answer every time that money is needed.I don't know what our membership money is going to do, it's not for cleaning, maintenance, repair and staff.As all this is saved away.The few staff who are present do what they can to get the center to run.But they're not service technicians, vvs are, or professional cleaners.But it's you.in the management, to take effect and solve the problems. Zero StarsAng Glostrup rateDefect shower disgusting and defective toilets/cocksRadden/rusty fixtures in mens changingMissing staff at reception Lack of focus in general on maintenance in rate Glostrup",1.0,SATS,-1.0,-1.0,-1.0,-1.0,
100,"I am incredibly satisfied with SATS! The staff always seems polite and welcoming, the center is clean and neat, and there is a good culture among users to respect the 'public space'. The sauna is amazing, and the dress is always nice and clean. There are many different kinds of teams, and the team trainers seem extremely competent and present. My only criticism, however, goes on the waiting lists for the teams, often there are over 30 people on the waiting list for popular teams for several weeks out in the future, and that makes it difficultI'm aware that it's not SATS' 'guilt', although it's just great that their team is so popular, but unfortunately it's rather impractical and annoying for us, who just really want to grow a lot of Gravity.But all in all I am extremely satisfied!",4.0,SATS,1.0,1.0,,1.0,
106,Nice jam dance team in Frb Falkoner 17.45 today. Good energy skilled present instructors. The center itself is very worn out and dark and bad treadmills. Becoming my regular center valby I will have strength training in and hope for several dance teams,5.0,SATS,1.0,1.0,-1.0,,
104,"I had a good training day today, initially I needed help checking in, it was solved quickly, and the training went as it should. The staff is super sweet and nice, and always helpful. I asked if we got the TV back on the cardio machines (treadmills and elliptical cross trainer) because I really miss it, but was told that it is not paid for, okay, so it is, but it misses everything else funker.",4.0,SATS,1.0,1.0,,,
107,"Great with two directors, it gives a good atmosphere. Good team and talented directors. Unfortunately, the sound snapped a bit along the way and a speaker stopped at some point. However, it was taken care of.It is still a problem with the showers in the locker.",4.0,SATS,0.0,1.0,,-1.0,
111,"Super center with always cute employees and a perfectly perfect center manager who always takes the time to talk.There's everything you need for your training.One minus is that SATS has decided not to have signs up referring to people not having to sit and talk on the phone,it's super disturbing for all of us who don't work out with music in their ears...",5.0,SATS,1.0,1.0,,,
105,Thanks a thousand to Andy from Sats. He's super helpful and quickly solved my problem with my membership.,5.0,SATS,1.0,1.0,,,
103,"Good atmosphere in Sats and numerous training possibilities, but it takes too long to repair and replace defective equipment.",3.0,SATS,0.0,,-1.0,,
114,"Really delicious machines, good teams, cute employees, value for money, but there could be a need for some extra cleaning in the lady dress in general. Perhaps this is because most men are employed, which therefore does not access the dressing room just as much? But overall it is Nice",4.0,SATS,0.0,1.0,1.0,-1.0,
102,"Love my morning at the mall, the smiling morning staff make the day a little better",4.0,SATS,1.0,1.0,,,
116,"Class customer service, which helps with unattractive errors on your own.",5.0,SATS,,1.0,,,
108,"After being a customer of SATS and always paying my bills (for overpriced) for 7 years, I changed my cell phone last month after I was hired by a new company. This meant that my bill was not paid on time - my mistake 100%. However, the next thing that happened was that SATS sent me directly to Indrum - an debt collection company of the worst drawer. Super disappointed with the treatment by SATS. On the other hand, really well to be made aware of how I can spend 400kr more every month than on a miserable one.establishment:-)",1.0,SATS,-1.0,,,,
110,"It seems that SATS only focuses on the large centres, for example in inner Copenhagen. I train among others in Vallensbæk. I have trained on the team with functional training for more than 5 years - the director is great. Now the team is closed with the reason that there are not enough participants on the team. No, there are no waiting lists on the team, due to the quality and social cohesion of the team. That's exactly what the smaller centres can offer, but it's obviously not a factor.with SATS unfortunately",1.0,SATS,-1.0,1.0,,,
112,"I work out in SATS in Nærum and after Thomas has started I've been working out there for 6 years, where the managers have changed out several times. BUT now it's under control. Thomas is present and attentive, the staff is the same and you always get a fresh remark when you come to training.Here is clean and neat and manage everything. A super feel every time I exercise and it's at least 5 times a week MvhMona",5.0,SATS,1.0,1.0,,1.0,
115,"Sats Glostrup.Maintenance of machines is under all criticism. Especially wrong in the spinning room, now there are at least 12 spinning bikes that don't work. This has been the status since I started up in May. Various standards on the bike computers, some old some newer (3 pieces.) it's too thin. Cold shower hasn't worked for 4 months. Always sweet and friendly staff:-)",1.0,SATS,0.0,1.0,-1.0,,
118,Only one of the showers inside the women's dress had hot water so there was a queue for it. Please fix the others,3.0,SATS,-1.0,,,-1.0,
119,Very negative. Instructor on Saturday's boxing team Glostrup rate played so loud music that it is unbearable to sit on the exercise bike in adjacent locals. Instructor was asked if it was possible to turn down the music a bit as it is not possible to close doors to the room. It became a clear no if we had problems with this we could just contact customer service and complain. Instead she consciously raised the music and had a party. We had to leave Sats as it was not to hold outParking spaceOne is located 150m. From the center there you could hear the music dunk,1.0,SATS,-1.0,-1.0,,,
120,Experience the morning of Thursday that an employee or more playing with one's membership so you can't get in it happened several times that not everyone is welcome in Sats in Valby!!,1.0,SATS,-1.0,-1.0,,,
121,"Arriving on SATS Glostrup. Now 1/3 of the spinning bikes have not been operational for six months, and the rest have not been maintained. If it wasn't for the instructors then I would have stopped my membership.",1.0,SATS,0.0,1.0,-1.0,,
122,"In SATS Vallensbæk you will always be greeted with a smile and good service. If you are in doubt about anything, you can just ask either the staff or one of the other users.",5.0,SATS,,1.0,,,
123,Clean and neat fitness centreLong opening hours and many different opportunities to train strength and fitness.,5.0,SATS,,,,1.0,
124,"Update: I have got super good help from their employee Patricia, who has helped through the whole process. I will clearly choose Sats next time I join.In the period when I was at Sats, it wasn't always that sauna or cold shower worked. The cables also snapped often, and it took a long time before it was fixed. It's been a period of austerity, and a hard economy, so that's what it is. However, it's still not optimal.What really suits me is that I could no longer wood.I take it.I find that I can no longer train, so I quit the subscription.It also means that the rest state is terminated and that I have to pay from today's date of +1 month.Ongoing plus a month is very normal, but that they do not state clearly enough that the rest state they had offered me will be terminated disappoints me very much.I am 20 years old and have always played sports.After completing maRathon in start November, I will join the fitness again. That Sats is not more transparent and that their customer service is no more help, making them lose a customer who had otherwise given many years of earnings.Edit. I trained at Nørrebro, so it may be that the other places do not have as many failures and shortcomings.",4.0,SATS,-1.0,,-1.0,,
125,Super good training as always with Anneli She's the best,5.0,SATS,,1.0,,,
126,"Have you just heard that you will remove the mats for yoga that is also used for real many other hours what you think about has in mind so far that many won't buy a mat to try an hour so don't mind it's not cheap to buy a mat when you removed bike shoe boxing gloves you chose me from I don't buy wild expensive shoes or boxing gloves to try and maybe find out it's not for me so I've chosen it from without knowing about it and now we've come to the mats you can'tWhere was ""We have everything for your workout""?Well, that race has runWhat will be the next thing we need to have weights ourselves but or stop bathing after workouts or the hours will be replaced by a screen with someone who's gonna run it through. It's gonna get downhill for Sats.",1.0,SATS,-1.0,,,,
127,"Beware! It doesn't matter how long you are paying member, SATS will cheat you. Smooth billing practices and willingness to go through customers who have been loyal for years without notice when they turn up.",1.0,SATS,-1.0,-1.0,,,
128,"It's a shame that such fine service delivered yesterday and today to my wife and I - by Liv and Oliver in the *healthier department, is technically complicated (computer) due to a problematic registration due to it's a campaign offer. You should be told that it takes about 20-25 min to sign up before you say ""yes"" to the offer. Too bad that Dankort's machine doesn't funk when you try both chip and wirelessly and you have to sign up through the iPad. Skranke service should be faster - but it's the bar.It's not and it's a shame when you have such skilled and service minded staff. Thank you very much to Liv and Oliver and all the technical stuff can go somewhere. Therefore minus a star. The offer in itself is fine and I look forward very much to an hour with Christian who has been recommended by several from SATS.",4.0,SATS,-1.0,1.0,,,
129,"(the review is written after 8 visits to the center over a period of two months. In addition, I have a roommate who uses the center considerably more often, who has the same experience)There is a lack of general management of the center, otherwise it wouldn't be so wrong... There is a consistent lack of hand alcohol in half of dispensations. - All toilets are grossly disgusting. It is immediately similar that no toilets are checked more than 2-3 times a day, which is absurd when you think about the amount of people using the centerStaff should go round every hour in peak hours, but rarely move from the desk, even when there are more at work. In addition, the toilets smell rancid, suggesting a lack of ground cleaning (other than emptying trash can and cleaning mirror) - no water vending machines, which means that you are forced into disgusting toilets to fill your water bottle. - More cabinets in the men's dressing rooms do not work, which means that it can be difficult to find a closet when you have to work out in busy peIt is absurd to take so much money in continuous when the booth at the center is so poor. For example, rope for cable maxins is falling apart. Many cable racks do not work due to lack of carabine hanger or other relatively small bugs that should be easily solved. One toilet door in the men's changing room has been missing a lock for almost 2 months. The same applies to the light in the sauna. One feels ridiculous when SATS in real earnest requires 409 kr (without study or æ)I'm looking forward to competition coming near Ørestaden, because hopefully it will be the end of Sats Fields or their poor service level.",1.0,SATS,-1.0,-1.0,,-1.0,
130,"Sats Nygårdsvej. I sometimes ask if the music can be turned down a little when I work out at the center. Only in the evenings when there are few guests left and almost everyone hears sound in their own headphones. Typically, the employee says of course and turns down a little. This evening I saw that they turned up higher instead of turning down - when I asked for the second time. It was 21.15. And almost everyone heard their own sound. But there was a group of employees hanging out in the desk. (Along with what appeared as aa group of friends) All my family appreciates training in the center and we make firm use of your personal trainers. But today I experienced a flabby and unengaged service (in particular from one of the employees) It appeared as if it was more important that the staff had a party than that one as a guest felt welcome.I would like a handshake of the employee as a sort of regret of the situation. And possibly you could make it clear whether it is reasonable to ask for the music to be muted after9:00, maybe?",1.0,SATS,-1.0,-1.0,,,
131,"The central part of the Sats provides small customer service - which is rooted in the bills, and is required to pay an amount without being informed of the reason.",1.0,SATS,-1.0,-1.0,,,
132,"SATS Glostrup's sauna is always broken, 2-3 times a month it is broken. The cold shower hasn't worked for 2 months either. Find another center It can't be RIGITG that you pay about 500 kr every month for nothing",1.0,SATS,-1.0,,-1.0,,
133,"SATS Frederiksberg.Lovely center, good and pleasant people.The only minus is that most showers have a very low pressure. Otherwise there is not a finger to put.",5.0,SATS,1.0,1.0,,,
134,"SATS Glostrup's sauna is always broken, 2-3 times a month it is broken. The cold shower hasn't worked for 2 months either. Find another center where these things might work otherwise find another provider of fitness.",1.0,SATS,-1.0,,-1.0,,
117,"I have had the most amazing experience at the Sats gym, and I would like to share my enthusiasm. The whole experience has been extremely positive and I would like to thank Andy from customer service. Andy has been extraordinary in helping me with my questions and concerns. His professional and friendly attitude has made all the difference. From start to finish he has been available to answer my questions and make sure that I feel welcome and well taken care of.I think it's worthwhile how much I appreciate the excellent service I've received from Andy and the rest of the Sats team.",5.0,SATS,1.0,1.0,,,
135,"We and our boys asked about it several times and were told that the money would come soon. We never got them out and wouldn't pay for the last time, of course, since we didn't get the money they owed us. We didn't use the subscription the last time. Now we've canceled the boys and their friends do the same. They also say that the general one is mad with their customers.Vice. Now they have signed us up for debt collection and have announced that we have never objected, even though we have plenty of evidence of it. Totally cheating company",1.0,SATS,-1.0,-1.0,,,
136,Good machines - friendly staff - good opening hours - nice that I can bring the son. Isn't it possible you get a family membership at some point. And an ounce repair of machines shouldn't take two weeks.,5.0,SATS,0.0,1.0,1.0,,
137,It is impossible to cancel your subscription regardless of whether I'm physically addressing or trying on the website. Being referred to to try and it doesn't work,1.0,SATS,-1.0,-1.0,,,
138,Training fineBut still no steam bath - but micro sauna. Come on Sats - show that you can offer a little more. What happens there - excuse about high electricity price - does not work,4.0,SATS,-1.0,,-1.0,,
139,"Keep an eye on your bills - SATS will like to add extra payments without informing you.Their systems are in such a poor condition that they remove campaign benefits.In my case, it gave an extra bill on a month's subscription. Furthermore, they provide in the centers a wrong guide when it comes to setting up the payment method. If you sign up after 14th of the month, you must add the payment method to the center to enable them to use the chosen method for the coming month.The fact that I should have done so before the next one 14.Your payment department by phone is pretty cold and indifferent to their centers providing incorrect information when registering.And that their systems impose extra payment without it being written anywhere.All in all, this is not a company that I personally would trust. They are willing to cheat their customers and disclaim all responsibility.",1.0,SATS,-1.0,-1.0,,,
140,Have of 2 laps experienced that they withdraw money even though I have put my subscriber on hold,1.0,SATS,-1.0,,,,
141,I'm impressed by our bike instructor Per Bille he is superbly skilled and can draw full house.Pump.Dangerous to let a not finished pump instructor teach. It happens on Mondays where non-trained instructor teaches.I get worried.negative due to cleaning and bathing conditions. Unfortunately.,2.0,SATS,0.0,1.0,,-1.0,
142,"I enjoy being on Pernille's yoga team, just as I enjoy training alone.",5.0,SATS,1.0,1.0,,,
143,"There are several of us who have been asking for a yoga team in Glostrup for several months now, but nothing happens. I know that there are many interested people, so I don't understand why one isn't being created? I've been on well-visited yoga teams in Glostrup before, and I really miss it very much!",1.0,SATS,-1.0,-1.0,,,
144,"Great facilities, skilled & motivating instructors and a wide range of team training",5.0,SATS,,1.0,1.0,,1.0
145,"The headline is ""Adam your latest experience""...... that could be ""the latest experiences""!In general, I am very happy to get into SATS Vesterport, - but once a machine is broken it can take weeks before it is repaired.I have previously complained about my need for the same problem here on Trustpilot, and now it is mad again with a machine where the repairer has been called for weeks. LET!",1.0,SATS,1.0,,-1.0,,
146,"Outdated and dark roomsOutdoor based on the center of City 2 Tåstrup. It is advertised with bright and open rooms, as well as an only-for-women department. The rooms are dark and worn out with holes in the floor and old equipment. The machines from the only-for-women department are on loan to other rate centers that are missing. The acoustics are terrible and the music is annoyingly high. Could also use several cable towers. Generally needed for refreshment. Incoming staff and fine changing rooms. However, you come toothe training experience;",2.0,SATS,-1.0,,-1.0,,
147,The worst Santa I've seen all the strength you can't see hygiene on Nørrebro,1.0,SATS,-1.0,,,-1.0,
